"la","lo","t","eggs","stage","a.0","a.1"
50.567,-5.852,93.5,3.493,1,0,2.4
50.627,-6.092,93.5,0,1,0,2.4
50.629,-6.37,93.5,0,1,0,2.4
50.622,-6.596,93.5,0,1,0,2.4
50.876,-6.665,93.5,0,1,0,2.4
50.875,-6.412,93.5,0,1,0,2.4
50.876,-6.147,93.5,0,1,0,2.4
50.888,-5.899,93.5,0,1,0,2.4
50.694,-5.905,93.5,2.863,1,0,2.4
50.697,-5.647,93.5,1.945,1,0,2.4
50.695,-5.395,93.5,2.275,1,0,2.4
50.698,-5.144,93.5,5.936,1,0,2.4
50.701,-4.895,93.5,20.465,1,0,2.4
50.827,-4.885,93.5,11.509,1,0,2.4
50.84,-5.151,93.5,4.15,1,0,2.4
50.841,-5.399,93.5,3.462,1,0,2.4
50.838,-5.661,93.5,0,1,0,2.4
50.95,-5.655,93.5,1.504,1,0,2.4
50.947,-5.403,93.5,0.514,1,0,2.4
50.946,-5.156,93.5,1.872,1,0,2.4
50.947,-4.906,93.5,12.32,1,0,2.4
51.078,-4.908,93.5,0.733,1,0,2.4
51.08,-5.156,93.5,0.379,1,0,2.4
51.192,-5.154,93.5,6.103,1,0,2.4
51.136,-5.401,93.5,1.303,1,0,2.4
51.139,-5.654,93.5,0,1,0,2.4
51.124,-5.839,93.5,0,1,0,2.4
51.126,-6.084,93.5,0,1,0,2.4
51.126,-6.344,93.5,0,1,0,2.4
51.116,-6.609,93.5,0,1,0,2.4
51.376,-6.658,93.5,0,1,0,2.4
51.352,-6.377,93.5,0,1,0,2.4
51.619,-6.384,93.5,0.326,1,0,2.4
51.65,-6.123,93.5,0,1,0,2.4
51.383,-6.127,93.5,0,1,0,2.4
51.367,-5.903,93.5,0,1,0,2.4
51.61,-5.895,93.5,0,1,0,2.4
51.645,-5.628,93.5,0,1,0,2.4
51.379,-5.666,93.5,0,1,0,2.4
51.352,-5.374,93.5,0,1,0,2.4
51.631,-5.407,93.5,0,1,0,2.4
51.617,-5.159,93.5,0,1,0,2.4
51.376,-5.155,93.5,0,1,0,2.4
51.58,-4.879,93.5,0,1,0,2.4
51.618,-4.623,93.5,0,1,0,2.4
51.604,-4.417,93.5,0.242,1,0,2.4
51.531,-3.873,93.5,0,1,0,2.4
51.386,-3.877,93.5,0,1,0,2.4
51.25,-3.873,93.5,0,1,0,2.4
51.232,-4.122,93.5,0,1,0,2.4
51.375,-4.098,93.5,0,1,0,2.4
51.367,-4.343,93.5,0,1,0,2.4
51.374,-4.609,93.5,0,1,0,2.4
51.384,-4.874,93.5,0,1,0,2.4
51.189,-4.901,93.5,0,1,0,2.4
51.12,-4.666,93.5,0,1,0,2.4
51.121,-4.394,93.5,0,1,0,2.4
50.945,-4.632,93.5,0,1,0,2.4
50.812,-4.638,93.5,0,1,0,2.4
50.721,-4.71,93.5,0,1,0,2.4
50.62,-4.854,93.5,0.172,1,0,2.4
50.065,-5.879,93.5,1.44,2,2.4,3.4
50.067,-6.119,93.5,0,2,2.4,3.4
50.118,-6.348,93.5,0,2,2.4,3.4
50.185,-6.147,93.5,0.815,2,2.4,3.4
50.187,-5.894,93.5,0.799,2,2.4,3.4
50.187,-5.665,93.5,1.597,2,2.4,3.4
50.231,-5.461,93.5,0,2,2.4,3.4
50.358,-5.241,93.5,0.785,2,2.4,3.4
50.316,-5.365,93.5,0.779,2,2.4,3.4
50.317,-5.615,93.5,0,2,2.4,3.4
50.318,-5.853,93.5,0.985,2,2.4,3.4
50.319,-6.108,93.5,0,2,2.4,3.4
50.318,-6.338,93.5,0,2,2.4,3.4
50.364,-6.598,93.5,0,2,2.4,3.4
50.441,-6.393,93.5,0,2,2.4,3.4
50.443,-6.145,93.5,0,2,2.4,3.4
50.448,-5.889,93.5,0.331,2,2.4,3.4
50.448,-5.644,93.5,1.424,2,2.4,3.4
50.443,-5.399,93.5,0.192,2,2.4,3.4
50.44,-5.166,93.5,1.119,2,2.4,3.4
50.563,-5.115,93.5,2.99,2,2.4,3.4
50.569,-5.344,93.5,3.046,2,2.4,3.4
50.567,-5.602,93.5,1.303,2,2.4,3.4
50.567,-5.852,93.5,1.331,2,2.4,3.4
50.627,-6.092,93.5,0,2,2.4,3.4
50.629,-6.37,93.5,0,2,2.4,3.4
50.622,-6.596,93.5,0,2,2.4,3.4
50.876,-6.665,93.5,0,2,2.4,3.4
50.875,-6.412,93.5,0,2,2.4,3.4
50.876,-6.147,93.5,0.955,2,2.4,3.4
50.888,-5.899,93.5,0,2,2.4,3.4
50.694,-5.905,93.5,1.022,2,2.4,3.4
50.697,-5.647,93.5,1.08,2,2.4,3.4
50.695,-5.395,93.5,0.227,2,2.4,3.4
50.698,-5.144,93.5,1.837,2,2.4,3.4
50.701,-4.895,93.5,8.078,2,2.4,3.4
50.827,-4.885,93.5,4.855,2,2.4,3.4
50.84,-5.151,93.5,0.461,2,2.4,3.4
50.841,-5.399,93.5,0,2,2.4,3.4
50.838,-5.661,93.5,0,2,2.4,3.4
50.95,-5.655,93.5,0,2,2.4,3.4
50.947,-5.403,93.5,0.171,2,2.4,3.4
50.946,-5.156,93.5,1.497,2,2.4,3.4
50.947,-4.906,93.5,0.44,2,2.4,3.4
51.078,-4.908,93.5,0,2,2.4,3.4
51.08,-5.156,93.5,1.137,2,2.4,3.4
51.192,-5.154,93.5,0.763,2,2.4,3.4
51.136,-5.401,93.5,1.303,2,2.4,3.4
51.139,-5.654,93.5,0,2,2.4,3.4
51.124,-5.839,93.5,0,2,2.4,3.4
51.126,-6.084,93.5,0,2,2.4,3.4
51.126,-6.344,93.5,0,2,2.4,3.4
51.116,-6.609,93.5,0,2,2.4,3.4
51.376,-6.658,93.5,0,2,2.4,3.4
51.352,-6.377,93.5,0,2,2.4,3.4
51.619,-6.384,93.5,0,2,2.4,3.4
51.65,-6.123,93.5,0,2,2.4,3.4
51.383,-6.127,93.5,0,2,2.4,3.4
51.367,-5.903,93.5,0,2,2.4,3.4
51.61,-5.895,93.5,0,2,2.4,3.4
51.645,-5.628,93.5,0,2,2.4,3.4
51.379,-5.666,93.5,0,2,2.4,3.4
51.352,-5.374,93.5,0,2,2.4,3.4
51.631,-5.407,93.5,0,2,2.4,3.4
51.617,-5.159,93.5,0,2,2.4,3.4
51.376,-5.155,93.5,0,2,2.4,3.4
51.58,-4.879,93.5,0,2,2.4,3.4
51.618,-4.623,93.5,0,2,2.4,3.4
51.604,-4.417,93.5,0,2,2.4,3.4
51.531,-3.873,93.5,0,2,2.4,3.4
51.386,-3.877,93.5,0,2,2.4,3.4
51.25,-3.873,93.5,0,2,2.4,3.4
51.232,-4.122,93.5,0,2,2.4,3.4
51.375,-4.098,93.5,0,2,2.4,3.4
51.367,-4.343,93.5,0,2,2.4,3.4
51.374,-4.609,93.5,0,2,2.4,3.4
51.384,-4.874,93.5,0,2,2.4,3.4
51.189,-4.901,93.5,0.295,2,2.4,3.4
51.12,-4.666,93.5,0,2,2.4,3.4
51.121,-4.394,93.5,0,2,2.4,3.4
50.945,-4.632,93.5,0,2,2.4,3.4
50.812,-4.638,93.5,0,2,2.4,3.4
50.721,-4.71,93.5,0,2,2.4,3.4
50.62,-4.854,93.5,0,2,2.4,3.4
50.065,-5.879,93.5,0.412,3,3.4,6.2
50.067,-6.119,93.5,0,3,3.4,6.2
50.118,-6.348,93.5,0,3,3.4,6.2
50.185,-6.147,93.5,1.426,3,3.4,6.2
50.187,-5.894,93.5,2.199,3,3.4,6.2
50.187,-5.665,93.5,0,3,3.4,6.2
50.231,-5.461,93.5,1.089,3,3.4,6.2
50.358,-5.241,93.5,1.767,3,3.4,6.2
50.316,-5.365,93.5,0,3,3.4,6.2
50.317,-5.615,93.5,0,3,3.4,6.2
50.318,-5.853,93.5,1.576,3,3.4,6.2
50.319,-6.108,93.5,0,3,3.4,6.2
50.318,-6.338,93.5,0,3,3.4,6.2
50.364,-6.598,93.5,0,3,3.4,6.2
50.441,-6.393,93.5,0.873,3,3.4,6.2
50.443,-6.145,93.5,0.898,3,3.4,6.2
50.448,-5.889,93.5,0,3,3.4,6.2
50.448,-5.644,93.5,0.534,3,3.4,6.2
50.443,-5.399,93.5,4.789,3,3.4,6.2
50.44,-5.166,93.5,0.224,3,3.4,6.2
50.563,-5.115,93.5,12.146,3,3.4,6.2
50.569,-5.344,93.5,7.108,3,3.4,6.2
50.567,-5.602,93.5,1.675,3,3.4,6.2
50.567,-5.852,93.5,6.154,3,3.4,6.2
50.627,-6.092,93.5,0,3,3.4,6.2
50.629,-6.37,93.5,0,3,3.4,6.2
50.622,-6.596,93.5,0,3,3.4,6.2
50.876,-6.665,93.5,0,3,3.4,6.2
50.875,-6.412,93.5,0,3,3.4,6.2
50.876,-6.147,93.5,0,3,3.4,6.2
50.888,-5.899,93.5,0,3,3.4,6.2
50.694,-5.905,93.5,1.022,3,3.4,6.2
50.697,-5.647,93.5,4.538,3,3.4,6.2
50.695,-5.395,93.5,9.326,3,3.4,6.2
50.698,-5.144,93.5,12.437,3,3.4,6.2
50.701,-4.895,93.5,20.465,3,3.4,6.2
50.827,-4.885,93.5,4.496,3,3.4,6.2
50.84,-5.151,93.5,4.765,3,3.4,6.2
50.841,-5.399,93.5,0.962,3,3.4,6.2
50.838,-5.661,93.5,0.866,3,3.4,6.2
50.95,-5.655,93.5,1.504,3,3.4,6.2
50.947,-5.403,93.5,2.229,3,3.4,6.2
50.946,-5.156,93.5,2.808,3,3.4,6.2
50.947,-4.906,93.5,2.2,3,3.4,6.2
51.078,-4.908,93.5,0.55,3,3.4,6.2
51.08,-5.156,93.5,1.516,3,3.4,6.2
51.192,-5.154,93.5,1.335,3,3.4,6.2
51.136,-5.401,93.5,1.738,3,3.4,6.2
51.139,-5.654,93.5,0,3,3.4,6.2
51.124,-5.839,93.5,0,3,3.4,6.2
51.126,-6.084,93.5,0,3,3.4,6.2
51.126,-6.344,93.5,0,3,3.4,6.2
51.116,-6.609,93.5,0,3,3.4,6.2
51.376,-6.658,93.5,0,3,3.4,6.2
51.352,-6.377,93.5,0,3,3.4,6.2
51.619,-6.384,93.5,0,3,3.4,6.2
51.65,-6.123,93.5,0,3,3.4,6.2
51.383,-6.127,93.5,0.263,3,3.4,6.2
51.367,-5.903,93.5,0,3,3.4,6.2
51.61,-5.895,93.5,0,3,3.4,6.2
51.645,-5.628,93.5,0,3,3.4,6.2
51.379,-5.666,93.5,0,3,3.4,6.2
51.352,-5.374,93.5,0,3,3.4,6.2
51.631,-5.407,93.5,0,3,3.4,6.2
51.617,-5.159,93.5,0,3,3.4,6.2
51.376,-5.155,93.5,0,3,3.4,6.2
51.58,-4.879,93.5,0,3,3.4,6.2
51.618,-4.623,93.5,0,3,3.4,6.2
51.604,-4.417,93.5,0,3,3.4,6.2
51.531,-3.873,93.5,0,3,3.4,6.2
51.386,-3.877,93.5,0,3,3.4,6.2
51.25,-3.873,93.5,0,3,3.4,6.2
51.232,-4.122,93.5,0,3,3.4,6.2
51.375,-4.098,93.5,0,3,3.4,6.2
51.367,-4.343,93.5,0,3,3.4,6.2
51.374,-4.609,93.5,0,3,3.4,6.2
51.384,-4.874,93.5,0,3,3.4,6.2
51.189,-4.901,93.5,0.59,3,3.4,6.2
51.12,-4.666,93.5,0,3,3.4,6.2
51.121,-4.394,93.5,0,3,3.4,6.2
50.945,-4.632,93.5,0,3,3.4,6.2
50.812,-4.638,93.5,0,3,3.4,6.2
50.721,-4.71,93.5,0,3,3.4,6.2
50.62,-4.854,93.5,1.549,3,3.4,6.2
50.065,-5.879,93.5,0.206,4,6.2,8.4
50.067,-6.119,93.5,0,4,6.2,8.4
50.118,-6.348,93.5,0.187,4,6.2,8.4
50.185,-6.147,93.5,0,4,6.2,8.4
50.187,-5.894,93.5,0.6,4,6.2,8.4
50.187,-5.665,93.5,0,4,6.2,8.4
50.231,-5.461,93.5,1.089,4,6.2,8.4
50.358,-5.241,93.5,0.393,4,6.2,8.4
50.316,-5.365,93.5,0,4,6.2,8.4
50.317,-5.615,93.5,0,4,6.2,8.4
50.318,-5.853,93.5,0.985,4,6.2,8.4
50.319,-6.108,93.5,0,4,6.2,8.4
50.318,-6.338,93.5,0,4,6.2,8.4
50.364,-6.598,93.5,0,4,6.2,8.4
50.441,-6.393,93.5,0.873,4,6.2,8.4
50.443,-6.145,93.5,0.898,4,6.2,8.4
50.448,-5.889,93.5,0,4,6.2,8.4
50.448,-5.644,93.5,0.178,4,6.2,8.4
50.443,-5.399,93.5,1.149,4,6.2,8.4
50.44,-5.166,93.5,0,4,6.2,8.4
50.563,-5.115,93.5,5.606,4,6.2,8.4
50.569,-5.344,93.5,4.265,4,6.2,8.4
50.567,-5.602,93.5,0.931,4,6.2,8.4
50.567,-5.852,93.5,5.156,4,6.2,8.4
50.627,-6.092,93.5,0,4,6.2,8.4
50.629,-6.37,93.5,0,4,6.2,8.4
50.622,-6.596,93.5,0,4,6.2,8.4
50.876,-6.665,93.5,0,4,6.2,8.4
50.875,-6.412,93.5,0.218,4,6.2,8.4
50.876,-6.147,93.5,0,4,6.2,8.4
50.888,-5.899,93.5,0,4,6.2,8.4
50.694,-5.905,93.5,0.818,4,6.2,8.4
50.697,-5.647,93.5,0.216,4,6.2,8.4
50.695,-5.395,93.5,2.502,4,6.2,8.4
50.698,-5.144,93.5,5.936,4,6.2,8.4
50.701,-4.895,93.5,4.847,4,6.2,8.4
50.827,-4.885,93.5,2.338,4,6.2,8.4
50.84,-5.151,93.5,3.381,4,6.2,8.4
50.841,-5.399,93.5,0.962,4,6.2,8.4
50.838,-5.661,93.5,0.866,4,6.2,8.4
50.95,-5.655,93.5,0.564,4,6.2,8.4
50.947,-5.403,93.5,0.343,4,6.2,8.4
50.946,-5.156,93.5,1.872,4,6.2,8.4
50.947,-4.906,93.5,1.76,4,6.2,8.4
51.078,-4.908,93.5,0.183,4,6.2,8.4
51.08,-5.156,93.5,0.948,4,6.2,8.4
51.192,-5.154,93.5,2.289,4,6.2,8.4
51.136,-5.401,93.5,0.217,4,6.2,8.4
51.139,-5.654,93.5,0,4,6.2,8.4
51.124,-5.839,93.5,0,4,6.2,8.4
51.126,-6.084,93.5,0,4,6.2,8.4
51.126,-6.344,93.5,0,4,6.2,8.4
51.116,-6.609,93.5,0,4,6.2,8.4
51.376,-6.658,93.5,0,4,6.2,8.4
51.352,-6.377,93.5,0,4,6.2,8.4
51.619,-6.384,93.5,0,4,6.2,8.4
51.65,-6.123,93.5,0,4,6.2,8.4
51.383,-6.127,93.5,0,4,6.2,8.4
51.367,-5.903,93.5,0,4,6.2,8.4
51.61,-5.895,93.5,0,4,6.2,8.4
51.645,-5.628,93.5,0,4,6.2,8.4
51.379,-5.666,93.5,0,4,6.2,8.4
51.352,-5.374,93.5,0,4,6.2,8.4
51.631,-5.407,93.5,0,4,6.2,8.4
51.617,-5.159,93.5,0,4,6.2,8.4
51.376,-5.155,93.5,0,4,6.2,8.4
51.58,-4.879,93.5,0,4,6.2,8.4
51.618,-4.623,93.5,0,4,6.2,8.4
51.604,-4.417,93.5,0,4,6.2,8.4
51.531,-3.873,93.5,0,4,6.2,8.4
51.386,-3.877,93.5,0,4,6.2,8.4
51.25,-3.873,93.5,0,4,6.2,8.4
51.232,-4.122,93.5,0,4,6.2,8.4
51.375,-4.098,93.5,0,4,6.2,8.4
51.367,-4.343,93.5,0,4,6.2,8.4
51.374,-4.609,93.5,0,4,6.2,8.4
51.384,-4.874,93.5,0.751,4,6.2,8.4
51.189,-4.901,93.5,0.443,4,6.2,8.4
51.12,-4.666,93.5,0,4,6.2,8.4
51.121,-4.394,93.5,0,4,6.2,8.4
50.945,-4.632,93.5,0,4,6.2,8.4
50.812,-4.638,93.5,0,4,6.2,8.4
50.721,-4.71,93.5,0,4,6.2,8.4
50.62,-4.854,93.5,2.582,4,6.2,8.4
51.6,-4.438,110.5,0,1,0,2.4
51.626,-4.643,110.5,0,1,0,2.4
51.577,-4.869,110.5,0,1,0,2.4
51.61,-5.172,110.5,0,1,0,2.4
51.634,-5.4,110.5,0,1,0,2.4
51.639,-5.638,110.5,0,1,0,2.4
51.636,-5.873,110.5,0,1,0,2.4
51.638,-6.159,110.5,0,1,0,2.4
51.642,-6.356,110.5,0.172,1,0,2.4
51.376,-6.665,110.5,0,1,0,2.4
51.377,-6.409,110.5,0,1,0,2.4
51.377,-6.158,110.5,0,1,0,2.4
51.375,-5.912,110.5,0,1,0,2.4
51.373,-5.656,110.5,0,1,0,2.4
51.373,-5.406,110.5,0,1,0,2.4
51.374,-5.149,110.5,0,1,0,2.4
51.377,-4.898,110.5,0.168,1,0,2.4
51.374,-4.652,110.5,0,1,0,2.4
51.378,-4.403,110.5,0.129,1,0,2.4
51.376,-4.154,110.5,0,1,0,2.4
51.532,-3.903,110.5,0,1,0,2.4
51.379,-3.901,110.5,0,1,0,2.4
51.242,-3.89,110.5,0,1,0,2.4
51.226,-4.146,110.5,0,1,0,2.4
51.225,-4.137,110.5,0,1,0,2.4
51.129,-4.381,110.5,0,1,0,2.4
51.134,-4.647,110.5,0,1,0,2.4
51.194,-4.9,110.5,0.671,1,0,2.4
51.075,-4.901,110.5,0.32,1,0,2.4
51.083,-5.149,110.5,0,1,0,2.4
51.206,-5.126,110.5,0.956,1,0,2.4
51.147,-5.37,110.5,0.934,1,0,2.4
51.143,-5.611,110.5,0,1,0,2.4
51.129,-5.866,110.5,0,1,0,2.4
51.143,-6.102,110.5,0,1,0,2.4
51.151,-6.36,110.5,0,1,0,2.4
51.142,-6.606,110.5,0,1,0,2.4
50.901,-6.635,110.5,0,1,0,2.4
50.903,-6.364,110.5,0,1,0,2.4
50.891,-6.12,110.5,0,1,0,2.4
50.896,-5.864,110.5,0,1,0,2.4
50.959,-5.626,110.5,0.833,1,0,2.4
50.957,-5.371,110.5,0,1,0,2.4
50.958,-5.117,110.5,0.821,1,0,2.4
50.934,-4.903,110.5,1.37,1,0,2.4
50.942,-4.622,110.5,0,1,0,2.4
50.834,-4.615,110.5,0,1,0,2.4
50.728,-4.695,110.5,0,1,0,2.4
50.618,-4.878,110.5,3.074,1,0,2.4
50.676,-4.875,110.5,1.439,1,0,2.4
50.816,-4.865,110.5,0.92,1,0,2.4
50.818,-5.102,110.5,0.178,1,0,2.4
50.817,-5.346,110.5,0,1,0,2.4
50.825,-5.609,110.5,0,1,0,2.4
50.687,-5.908,110.5,0,1,0,2.4
50.684,-5.652,110.5,0.167,1,0,2.4
50.683,-5.394,110.5,0.521,1,0,2.4
50.693,-5.141,110.5,4.165,1,0,2.4
50.576,-5.11,110.5,4.919,1,0,2.4
50.568,-5.354,110.5,2.992,1,0,2.4
50.566,-5.596,110.5,0.871,1,0,2.4
50.564,-5.843,110.5,0.187,1,0,2.4
50.623,-6.097,110.5,0,1,0,2.4
50.626,-6.35,110.5,0,1,0,2.4
50.653,-6.624,110.5,0,1,0,2.4
50.397,-6.628,110.5,0,1,0,2.4
50.436,-6.396,110.5,0,1,0,2.4
50.451,-6.127,110.5,0,1,0,2.4
50.443,-5.874,110.5,1.24,1,0,2.4
50.443,-5.63,110.5,0.864,1,0,2.4
50.459,-5.39,110.5,5.688,1,0,2.4
50.457,-5.154,110.5,0.188,1,0,2.4
50.366,-5.243,110.5,1.789,1,0,2.4
50.325,-5.356,110.5,5.092,1,0,2.4
50.234,-5.47,110.5,0,1,0,2.4
50.193,-5.652,110.5,0,1,0,2.4
50.318,-5.606,110.5,0,1,0,2.4
50.322,-5.853,110.5,0,1,0,2.4
50.193,-5.863,110.5,2.005,1,0,2.4
50.177,-6.123,110.5,0.821,1,0,2.4
50.294,-6.129,110.5,0.17,1,0,2.4
50.332,-6.379,110.5,0,1,0,2.4
50.142,-6.4,110.5,0,1,0,2.4
50.068,-6.152,110.5,0,1,0,2.4
50.05,-5.877,110.5,0,1,0,2.4
51.6,-4.438,110.5,0,2,2.4,3.4
51.626,-4.643,110.5,0.101,2,2.4,3.4
51.577,-4.869,110.5,0,2,2.4,3.4
51.61,-5.172,110.5,0,2,2.4,3.4
51.634,-5.4,110.5,0,2,2.4,3.4
51.639,-5.638,110.5,0,2,2.4,3.4
51.636,-5.873,110.5,0,2,2.4,3.4
51.638,-6.159,110.5,0,2,2.4,3.4
51.642,-6.356,110.5,1.545,2,2.4,3.4
51.376,-6.665,110.5,0,2,2.4,3.4
51.377,-6.409,110.5,0,2,2.4,3.4
51.377,-6.158,110.5,0,2,2.4,3.4
51.375,-5.912,110.5,0,2,2.4,3.4
51.373,-5.656,110.5,0,2,2.4,3.4
51.373,-5.406,110.5,0,2,2.4,3.4
51.374,-5.149,110.5,0,2,2.4,3.4
51.377,-4.898,110.5,0.168,2,2.4,3.4
51.374,-4.652,110.5,0,2,2.4,3.4
51.378,-4.403,110.5,0,2,2.4,3.4
51.376,-4.154,110.5,0,2,2.4,3.4
51.532,-3.903,110.5,0,2,2.4,3.4
51.379,-3.901,110.5,0,2,2.4,3.4
51.242,-3.89,110.5,0,2,2.4,3.4
51.226,-4.146,110.5,0,2,2.4,3.4
51.225,-4.137,110.5,0,2,2.4,3.4
51.129,-4.381,110.5,0,2,2.4,3.4
51.134,-4.647,110.5,0,2,2.4,3.4
51.194,-4.9,110.5,0.806,2,2.4,3.4
51.075,-4.901,110.5,0,2,2.4,3.4
51.083,-5.149,110.5,0,2,2.4,3.4
51.206,-5.126,110.5,0.956,2,2.4,3.4
51.147,-5.37,110.5,0,2,2.4,3.4
51.143,-5.611,110.5,0,2,2.4,3.4
51.129,-5.866,110.5,0,2,2.4,3.4
51.143,-6.102,110.5,0,2,2.4,3.4
51.151,-6.36,110.5,0,2,2.4,3.4
51.142,-6.606,110.5,0,2,2.4,3.4
50.901,-6.635,110.5,0,2,2.4,3.4
50.903,-6.364,110.5,0,2,2.4,3.4
50.891,-6.12,110.5,0,2,2.4,3.4
50.896,-5.864,110.5,0,2,2.4,3.4
50.959,-5.626,110.5,0,2,2.4,3.4
50.957,-5.371,110.5,0,2,2.4,3.4
50.958,-5.117,110.5,0.657,2,2.4,3.4
50.934,-4.903,110.5,0,2,2.4,3.4
50.942,-4.622,110.5,0,2,2.4,3.4
50.834,-4.615,110.5,0.149,2,2.4,3.4
50.728,-4.695,110.5,0,2,2.4,3.4
50.618,-4.878,110.5,0,2,2.4,3.4
50.676,-4.875,110.5,0.18,2,2.4,3.4
50.816,-4.865,110.5,0.736,2,2.4,3.4
50.818,-5.102,110.5,0.178,2,2.4,3.4
50.817,-5.346,110.5,0,2,2.4,3.4
50.825,-5.609,110.5,0,2,2.4,3.4
50.687,-5.908,110.5,0,2,2.4,3.4
50.684,-5.652,110.5,0,2,2.4,3.4
50.683,-5.394,110.5,0.695,2,2.4,3.4
50.693,-5.141,110.5,0.992,2,2.4,3.4
50.576,-5.11,110.5,0,2,2.4,3.4
50.568,-5.354,110.5,1.056,2,2.4,3.4
50.566,-5.596,110.5,0.871,2,2.4,3.4
50.564,-5.843,110.5,0.187,2,2.4,3.4
50.623,-6.097,110.5,0,2,2.4,3.4
50.626,-6.35,110.5,0,2,2.4,3.4
50.653,-6.624,110.5,0,2,2.4,3.4
50.397,-6.628,110.5,0,2,2.4,3.4
50.436,-6.396,110.5,0,2,2.4,3.4
50.451,-6.127,110.5,0,2,2.4,3.4
50.443,-5.874,110.5,0,2,2.4,3.4
50.443,-5.63,110.5,0,2,2.4,3.4
50.459,-5.39,110.5,3.275,2,2.4,3.4
50.457,-5.154,110.5,0,2,2.4,3.4
50.366,-5.243,110.5,0,2,2.4,3.4
50.325,-5.356,110.5,0.546,2,2.4,3.4
50.234,-5.47,110.5,0,2,2.4,3.4
50.193,-5.652,110.5,0.405,2,2.4,3.4
50.318,-5.606,110.5,0,2,2.4,3.4
50.322,-5.853,110.5,0,2,2.4,3.4
50.193,-5.863,110.5,0,2,2.4,3.4
50.177,-6.123,110.5,0,2,2.4,3.4
50.294,-6.129,110.5,0.339,2,2.4,3.4
50.332,-6.379,110.5,0,2,2.4,3.4
50.142,-6.4,110.5,0,2,2.4,3.4
50.068,-6.152,110.5,1.365,2,2.4,3.4
50.05,-5.877,110.5,0.863,2,2.4,3.4
51.6,-4.438,110.5,0,3,3.4,6.2
51.626,-4.643,110.5,0,3,3.4,6.2
51.577,-4.869,110.5,0,3,3.4,6.2
51.61,-5.172,110.5,0,3,3.4,6.2
51.634,-5.4,110.5,0,3,3.4,6.2
51.639,-5.638,110.5,0,3,3.4,6.2
51.636,-5.873,110.5,0,3,3.4,6.2
51.638,-6.159,110.5,0,3,3.4,6.2
51.642,-6.356,110.5,2.576,3,3.4,6.2
51.376,-6.665,110.5,0,3,3.4,6.2
51.377,-6.409,110.5,0,3,3.4,6.2
51.377,-6.158,110.5,0,3,3.4,6.2
51.375,-5.912,110.5,0,3,3.4,6.2
51.373,-5.656,110.5,0.951,3,3.4,6.2
51.373,-5.406,110.5,0.854,3,3.4,6.2
51.374,-5.149,110.5,0.164,3,3.4,6.2
51.377,-4.898,110.5,0.168,3,3.4,6.2
51.374,-4.652,110.5,0,3,3.4,6.2
51.378,-4.403,110.5,0.129,3,3.4,6.2
51.376,-4.154,110.5,0,3,3.4,6.2
51.532,-3.903,110.5,0,3,3.4,6.2
51.379,-3.901,110.5,0,3,3.4,6.2
51.242,-3.89,110.5,0,3,3.4,6.2
51.226,-4.146,110.5,0,3,3.4,6.2
51.225,-4.137,110.5,0,3,3.4,6.2
51.129,-4.381,110.5,0,3,3.4,6.2
51.134,-4.647,110.5,0,3,3.4,6.2
51.194,-4.9,110.5,1.343,3,3.4,6.2
51.075,-4.901,110.5,0,3,3.4,6.2
51.083,-5.149,110.5,1.682,3,3.4,6.2
51.206,-5.126,110.5,0,3,3.4,6.2
51.147,-5.37,110.5,0.934,3,3.4,6.2
51.143,-5.611,110.5,0.466,3,3.4,6.2
51.129,-5.866,110.5,0,3,3.4,6.2
51.143,-6.102,110.5,0,3,3.4,6.2
51.151,-6.36,110.5,0,3,3.4,6.2
51.142,-6.606,110.5,0,3,3.4,6.2
50.901,-6.635,110.5,0,3,3.4,6.2
50.903,-6.364,110.5,0,3,3.4,6.2
50.891,-6.12,110.5,0,3,3.4,6.2
50.896,-5.864,110.5,0,3,3.4,6.2
50.959,-5.626,110.5,0,3,3.4,6.2
50.957,-5.371,110.5,0,3,3.4,6.2
50.958,-5.117,110.5,0.328,3,3.4,6.2
50.934,-4.903,110.5,0,3,3.4,6.2
50.942,-4.622,110.5,0,3,3.4,6.2
50.834,-4.615,110.5,0,3,3.4,6.2
50.728,-4.695,110.5,0,3,3.4,6.2
50.618,-4.878,110.5,0.936,3,3.4,6.2
50.676,-4.875,110.5,0,3,3.4,6.2
50.816,-4.865,110.5,0.184,3,3.4,6.2
50.818,-5.102,110.5,0,3,3.4,6.2
50.817,-5.346,110.5,0,3,3.4,6.2
50.825,-5.609,110.5,0,3,3.4,6.2
50.687,-5.908,110.5,0.292,3,3.4,6.2
50.684,-5.652,110.5,0,3,3.4,6.2
50.683,-5.394,110.5,0.521,3,3.4,6.2
50.693,-5.141,110.5,1.785,3,3.4,6.2
50.576,-5.11,110.5,1.771,3,3.4,6.2
50.568,-5.354,110.5,0.352,3,3.4,6.2
50.566,-5.596,110.5,0,3,3.4,6.2
50.564,-5.843,110.5,0.375,3,3.4,6.2
50.623,-6.097,110.5,0,3,3.4,6.2
50.626,-6.35,110.5,0,3,3.4,6.2
50.653,-6.624,110.5,0,3,3.4,6.2
50.397,-6.628,110.5,0,3,3.4,6.2
50.436,-6.396,110.5,0,3,3.4,6.2
50.451,-6.127,110.5,0,3,3.4,6.2
50.443,-5.874,110.5,0,3,3.4,6.2
50.443,-5.63,110.5,0,3,3.4,6.2
50.459,-5.39,110.5,5.171,3,3.4,6.2
50.457,-5.154,110.5,0,3,3.4,6.2
