"month","day.of.month","year","temp","day.of.year","time"
6,1,"1997",75.1,152,883
6,2,"1997",75.1,153,884
6,3,"1997",74,154,885
6,4,"1997",84.9,155,886
6,5,"1997",78.9,156,887
6,6,"1997",81.2,157,888
6,7,"1997",82.5,158,889
6,8,"1997",87.4,159,890
6,9,"1997",75.5,160,891
6,10,"1997",74.3,161,892
6,11,"1997",78,162,893
6,12,"1997",78.4,163,894
6,13,"1997",81.9,164,895
6,14,"1997",82.1,165,896
6,15,"1997",82.5,166,897
6,16,"1997",84.2,167,898
6,17,"1997",80.7,168,899
6,18,"1997",83.5,169,900
6,19,"1997",83.7,170,901
6,20,"1997",88,171,902
6,21,"1997",89.6,172,903
6,22,"1997",84.3,173,904
6,23,"1997",83,174,905
6,24,"1997",85.1,175,906
6,25,"1997",82.8,176,907
6,26,"1997",82.1,177,908
6,27,"1997",83.8,178,909
6,28,"1997",79.8,179,910
6,29,"1997",80.6,180,911
6,30,"1997",83.7,181,912
7,1,"1997",84.6,182,913
7,2,"1997",83.8,183,914
7,3,"1997",85.6,184,915
7,4,"1997",89,185,916
7,5,"1997",87.9,186,917
7,6,"1997",86.9,187,918
7,7,"1997",89.4,188,919
7,8,"1997",82.5,189,920
7,9,"1997",80.3,190,921
7,10,"1997",79.9,191,922
7,11,"1997",81.9,192,923
7,12,"1997",84.1,193,924
7,13,"1997",88.2,194,925
7,14,"1997",83.9,195,926
7,15,"1997",79.3,196,927
7,16,"1997",81.8,197,928
7,17,"1997",80.1,198,929
7,18,"1997",82,199,930
7,19,"1997",85,200,931
7,20,"1997",83.2,201,932
7,21,"1997",85.2,202,933
7,22,"1997",83.4,203,934
7,23,"1997",84.3,204,935
7,24,"1997",82.8,205,936
7,25,"1997",84.4,206,937
7,26,"1997",85.6,207,938
7,27,"1997",86,208,939
7,28,"1997",82.3,209,940
7,29,"1997",79.6,210,941
7,30,"1997",81.6,211,942
7,31,"1997",81.4,212,943
8,1,"1997",84.4,213,944
8,2,"1997",84.6,214,945
8,3,"1997",82.5,215,946
8,4,"1997",80.8,216,947
8,5,"1997",79.1,217,948
8,6,"1997",82.9,218,949
8,7,"1997",83.9,219,950
8,8,"1997",85.3,220,951
8,9,"1997",83.8,221,952
8,10,"1997",81.6,222,953
8,11,"1997",84.1,223,954
8,12,"1997",80.9,224,955
8,13,"1997",83,225,956
8,14,"1997",82.5,226,957
8,15,"1997",85.1,227,958
8,16,"1997",82.1,228,959
8,17,"1997",79.4,229,960
8,18,"1997",80.3,230,961
8,19,"1997",78.9,231,962
8,20,"1997",77.4,232,963
8,21,"1997",80.7,233,964
8,22,"1997",86.4,234,965
8,23,"1997",85.3,235,966
8,24,"1997",80.5,236,967
8,25,"1997",82.2,237,968
8,26,"1997",78.1,238,969
8,27,"1997",77.6,239,970
8,28,"1997",77.3,240,971
8,29,"1997",80.1,241,972
8,30,"1997",81.9,242,973
8,31,"1997",80.7,243,974
9,1,"1997",79.6,244,975
9,2,"1997",77.8,245,976
9,3,"1997",79.2,246,977
9,4,"1997",81.9,247,978
9,5,"1997",80.6,248,979
9,6,"1997",79.8,249,980
9,7,"1997",78.5,250,981
9,8,"1997",79.9,251,982
9,9,"1997",78.7,252,983
9,10,"1997",75.4,253,984
9,11,"1997",78.4,254,985
9,12,"1997",80.9,255,986
9,13,"1997",78,256,987
9,14,"1997",77.8,257,988
9,15,"1997",80.6,258,989
9,16,"1997",78.8,259,990
9,17,"1997",79.8,260,991
9,18,"1997",76.2,261,992
9,19,"1997",77.8,262,993
9,20,"1997",80.1,263,994
9,21,"1997",79.2,264,995
9,22,"1997",78.3,265,996
9,23,"1997",75.1,266,997
9,24,"1997",76.6,267,998
9,25,"1997",76.2,268,999
9,26,"1997",84.8,269,1000
9,27,"1997",79.1,270,1001
9,28,"1997",75.7,271,1002
9,29,"1997",76.1,272,1003
9,30,"1997",73.4,273,1004
10,1,"1997",73.4,274,1005
10,2,"1997",75.4,275,1006
10,3,"1997",77.7,276,1007
10,4,"1997",81.3,277,1008
10,5,"1997",81.7,278,1009
10,6,"1997",74.2,279,1010
10,7,"1997",70.7,280,1011
10,8,"1997",74.1,281,1012
10,9,"1997",75.1,282,1013
10,10,"1997",77.2,283,1014
10,11,"1997",75.2,284,1015
10,12,"1997",76.9,285,1016
10,13,"1997",80.8,286,1017
10,14,"1997",78.8,287,1018
10,15,"1997",81.7,288,1019
10,16,"1997",78.1,289,1020
10,17,"1997",76,290,1021
10,18,"1997",72.5,291,1022
10,19,"1997",69.4,292,1023
10,20,"1997",71.1,293,1024
10,21,"1997",67.4,294,1025
10,22,"1997",69,295,1026
10,23,"1997",71.6,296,1027
10,24,"1997",77.1,297,1028
10,25,"1997",75.4,298,1029
10,26,"1997",78.2,299,1030
10,27,"1997",73.9,300,1031
10,28,"1997",72.1,301,1032
10,29,"1997",70.1,302,1033
10,30,"1997",69.9,303,1034
10,31,"1997",70.7,304,1035
11,1,"1997",72.1,305,1036
11,2,"1997",73.5,306,1037
11,3,"1997",69.6,307,1038
11,4,"1997",68,308,1039
11,5,"1997",71.9,309,1040
11,6,"1997",67.5,310,1041
11,7,"1997",67.7,311,1042
11,8,"1997",67.2,312,1043
11,9,"1997",71.7,313,1044
11,10,"1997",67.5,314,1045
11,11,"1997",65.4,315,1046
11,12,"1997",66.3,316,1047
11,13,"1997",69,317,1048
11,14,"1997",67.9,318,1049
11,15,"1997",67.4,319,1050
11,16,"1997",68.7,320,1051
11,17,"1997",67.7,321,1052
11,18,"1997",67.7,322,1053
11,19,"1997",69.8,323,1054
11,20,"1997",62.9,324,1055
11,21,"1997",68.3,325,1056
11,22,"1997",65,326,1057
11,23,"1997",66.9,327,1058
11,24,"1997",68.1,328,1059
11,25,"1997",65,329,1060
11,26,"1997",68.4,330,1061
11,27,"1997",64.4,331,1062
11,28,"1997",67.4,332,1063
11,29,"1997",65.4,333,1064
11,30,"1997",65,334,1065
12,1,"1997",66.2,335,1066
12,2,"1997",65.8,336,1067
12,3,"1997",62,337,1068
12,4,"1997",59.6,338,1069
12,5,"1997",60.7,339,1070
12,6,"1997",60.4,340,1071
12,7,"1997",67.1,341,1072
12,8,"1997",64.4,342,1073
12,9,"1997",59.7,343,1074
12,10,"1997",61.2,344,1075
12,11,"1997",59.7,345,1076
12,12,"1997",61.5,346,1077
12,13,"1997",61.2,347,1078
12,14,"1997",59.8,348,1079
12,15,"1997",63,349,1080
12,16,"1997",59.5,350,1081
12,17,"1997",61.1,351,1082
12,18,"1997",57.9,352,1083
12,19,"1997",56.2,353,1084
12,20,"1997",55.2,354,1085
12,21,"1997",54.1,355,1086
12,22,"1997",53.6,356,1087
12,23,"1997",55,357,1088
12,24,"1997",58.9,358,1089
12,25,"1997",59.2,359,1090
12,26,"1997",57.5,360,1091
12,27,"1997",57.6,361,1092
12,28,"1997",57.2,362,1093
12,29,"1997",57.9,363,1094
12,30,"1997",58.3,364,1095
12,31,"1997",60.2,365,1096
1,1,"1998",57.3,1,1097
1,2,"1998",56.4,2,1098
1,3,"1998",53.2,3,1099
1,4,"1998",57.9,4,1100
1,5,"1998",58,5,1101
1,6,"1998",58.4,6,1102
1,7,"1998",60.7,7,1103
1,8,"1998",60.7,8,1104
1,9,"1998",58.6,9,1105
1,10,"1998",55.6,10,1106
1,11,"1998",55.4,11,1107
1,12,"1998",53.1,12,1108
1,13,"1998",56.5,13,1109
1,14,"1998",59.6,14,1110
1,15,"1998",57.2,15,1111
1,16,"1998",60,16,1112
1,17,"1998",60,17,1113
1,18,"1998",56.9,18,1114
1,19,"1998",58.5,19,1115
1,20,"1998",56.7,20,1116
1,21,"1998",61.3,21,1117
1,22,"1998",60.2,22,1118
1,23,"1998",59.4,23,1119
1,24,"1998",55.8,24,1120
1,25,"1998",55.8,25,1121
1,26,"1998",59.1,26,1122
1,27,"1998",63.3,27,1123
1,28,"1998",60.5,28,1124
1,29,"1998",59.3,29,1125
1,30,"1998",61.5,30,1126
1,31,"1998",58.9,31,1127
2,1,"1998",57.7,32,1128
2,2,"1998",61.9,33,1129
2,3,"1998",64,34,1130
2,4,"1998",60.6,35,1131
2,5,"1998",65.9,36,1132
2,6,"1998",67.4,37,1133
2,7,"1998",62.8,38,1134
2,8,"1998",59.4,39,1135
2,9,"1998",55.4,40,1136
2,10,"1998",55,41,1137
2,11,"1998",56.8,42,1138
2,12,"1998",56.7,43,1139
2,13,"1998",61.3,44,1140
2,14,"1998",61,45,1141
2,15,"1998",61,46,1142
2,16,"1998",61,47,1143
2,17,"1998",60.8,48,1144
2,18,"1998",59.7,49,1145
2,19,"1998",61.2,50,1146
2,20,"1998",58.4,51,1147
2,21,"1998",57.5,52,1148
2,22,"1998",59.2,53,1149
2,23,"1998",57.3,54,1150
2,24,"1998",57.7,55,1151
2,25,"1998",62,56,1152
2,26,"1998",62,57,1153
2,27,"1998",61.3,58,1154
2,28,"1998",58.9,59,1155
3,1,"1998",57.7,60,1156
3,2,"1998",60.5,61,1157
3,3,"1998",59.7,62,1158
3,4,"1998",58.9,63,1159
3,5,"1998",59.8,64,1160
3,6,"1998",62,65,1161
3,7,"1998",58.1,66,1162
3,8,"1998",60.8,67,1163
3,9,"1998",63.2,68,1164
3,10,"1998",67.7,69,1165
3,11,"1998",71.5,70,1166
3,12,"1998",62.3,71,1167
3,13,"1998",61.9,72,1168
3,14,"1998",62.9,73,1169
3,15,"1998",71,74,1170
3,16,"1998",65.1,75,1171
3,17,"1998",57.3,76,1172
3,18,"1998",54.3,77,1173
3,19,"1998",55.7,78,1174
3,20,"1998",57.2,79,1175
3,21,"1998",59.3,80,1176
3,22,"1998",61.7,81,1177
3,23,"1998",63.6,82,1178
3,24,"1998",55.1,83,1179
3,25,"1998",55.3,84,1180
3,26,"1998",64.7,85,1181
3,27,"1998",65.4,86,1182
3,28,"1998",63.4,87,1183
3,29,"1998",60.6,88,1184
3,30,"1998",61.1,89,1185
3,31,"1998",58.5,90,1186
4,1,"1998",64.1,91,1187
4,2,"1998",72.9,92,1188
4,3,"1998",63.7,93,1189
4,4,"1998",63.1,94,1190
4,5,"1998",62.9,95,1191
4,6,"1998",67.7,96,1192
4,7,"1998",66.4,97,1193
4,8,"1998",68,98,1194
4,9,"1998",72.6,99,1195
4,10,"1998",74.4,100,1196
4,11,"1998",76.3,101,1197
4,12,"1998",85.6,102,1198
4,14,"1998",86.4,104,1200
4,16,"1998",82.9,106,1202
4,17,"1998",80,107,1203
4,18,"1998",70.3,108,1204
4,19,"1998",71.3,109,1205
4,20,"1998",70.6,110,1206
4,21,"1998",63.9,111,1207
4,22,"1998",65.7,112,1208
4,23,"1998",66.7,113,1209
4,24,"1998",75.2,114,1210
4,25,"1998",78.3,115,1211
4,26,"1998",70.7,116,1212
4,27,"1998",69.3,117,1213
4,28,"1998",68.6,118,1214
4,29,"1998",74,119,1215
4,30,"1998",80.7,120,1216
5,1,"1998",84.4,121,1217
5,2,"1998",82.9,122,1218
5,3,"1998",85.5,123,1219
5,4,"1998",82.2,124,1220
5,5,"1998",87.1,125,1221
5,6,"1998",78.3,126,1222
5,7,"1998",77.9,127,1223
5,8,"1998",87.1,128,1224
5,9,"1998",72.6,129,1225
5,10,"1998",70.1,130,1226
5,11,"1998",75.6,131,1227
5,12,"1998",71,132,1228
5,13,"1998",69.9,133,1229
5,14,"1998",71.9,134,1230
5,15,"1998",73,135,1231
5,16,"1998",76.5,136,1232
5,17,"1998",90,137,1233
5,18,"1998",76.1,138,1234
5,19,"1998",74.3,139,1235
5,20,"1998",78.4,140,1236
5,21,"1998",76.1,141,1237
5,22,"1998",74.7,142,1238
5,23,"1998",71,143,1239
5,24,"1998",70.7,144,1240
5,25,"1998",73.9,145,1241
5,26,"1998",78.5,146,1242
5,27,"1998",86.3,147,1243
5,28,"1998",77,148,1244
5,29,"1998",79.2,149,1245
5,30,"1998",78.5,150,1246
5,31,"1998",77.7,151,1247
6,1,"1998",78.1,152,1248
6,2,"1998",75.8,153,1249
6,3,"1998",77.1,154,1250
6,4,"1998",79,155,1251
6,5,"1998",80.7,156,1252
6,6,"1998",77.7,157,1253
6,7,"1998",81.7,158,1254
6,8,"1998",81.6,159,1255
6,9,"1998",80.1,160,1256
6,10,"1998",85.3,161,1257
6,11,"1998",85.2,162,1258
6,12,"1998",92.4,163,1259
6,13,"1998",92.4,164,1260
6,14,"1998",85.1,165,1261
6,15,"1998",79.3,166,1262
6,16,"1998",77.8,167,1263
6,17,"1998",78.7,168,1264
6,18,"1998",82.1,169,1265
6,19,"1998",81.6,170,1266
6,20,"1998",80.7,171,1267
6,21,"1998",77.5,172,1268
6,22,"1998",75.3,173,1269
6,23,"1998",78.1,174,1270
6,24,"1998",81.2,175,1271
6,25,"1998",81.7,176,1272
6,26,"1998",83.3,177,1273
6,27,"1998",82,178,1274
6,28,"1998",81,179,1275
6,29,"1998",81.4,180,1276
6,30,"1998",85.2,181,1277
7,1,"1998",83.6,182,1278
7,2,"1998",85.2,183,1279
7,3,"1998",88.4,184,1280
7,4,"1998",90.8,185,1281
7,5,"1998",90.6,186,1282
7,6,"1998",81.8,187,1283
7,7,"1998",79.2,188,1284
7,8,"1998",77.7,189,1285
7,9,"1998",81.8,190,1286
7,10,"1998",87.4,191,1287
7,11,"1998",81.4,192,1288
7,12,"1998",79.6,193,1289
7,13,"1998",81.8,194,1290
7,14,"1998",81.4,195,1291
7,15,"1998",83.7,196,1292
7,16,"1998",83.7,197,1293
7,17,"1998",87.3,198,1294
7,18,"1998",83.5,199,1295
7,19,"1998",80.7,200,1296
7,20,"1998",81.4,201,1297
7,21,"1998",82.1,202,1298
7,22,"1998",82.2,203,1299
7,23,"1998",83,204,1300
7,24,"1998",87.2,205,1301
7,25,"1998",86.2,206,1302
7,26,"1998",86.9,207,1303
7,27,"1998",84,208,1304
7,28,"1998",86.6,209,1305
7,29,"1998",88.5,210,1306
7,30,"1998",87.9,211,1307
7,31,"1998",90.5,212,1308
8,1,"1998",88.2,213,1309
8,2,"1998",86.3,214,1310
8,3,"1998",87.7,215,1311
8,4,"1998",88.7,216,1312
8,5,"1998",87.6,217,1313
8,6,"1998",88.1,218,1314
8,7,"1998",89.7,219,1315
8,8,"1998",88.6,220,1316
8,9,"1998",91.5,221,1317
8,10,"1998",88.4,222,1318
8,11,"1998",87.7,223,1319
8,12,"1998",84.8,224,1320
8,13,"1998",86.8,225,1321
8,14,"1998",87.2,226,1322
8,15,"1998",84,227,1323
8,17,"1998",84.5,229,1325
8,18,"1998",83.4,230,1326
8,19,"1998",84.6,231,1327
8,20,"1998",84.4,232,1328
8,21,"1998",81.2,233,1329
8,22,"1998",81.5,234,1330
8,23,"1998",83,235,1331
8,24,"1998",82.9,236,1332
8,25,"1998",83,237,1333
8,26,"1998",83.1,238,1334
8,27,"1998",83.7,239,1335
8,28,"1998",83.3,240,1336
8,29,"1998",82.6,241,1337
8,30,"1998",82.9,242,1338
8,31,"1998",86.3,243,1339
9,1,"1998",85,244,1340
9,2,"1998",82.5,245,1341
9,3,"1998",80.9,246,1342
9,4,"1998",80.7,247,1343
9,5,"1998",81,248,1344
9,6,"1998",86.3,249,1345
9,7,"1998",94.2,250,1346
9,8,"1998",90.6,251,1347
9,9,"1998",87.3,252,1348
9,10,"1998",87.5,253,1349
9,11,"1998",89.7,254,1350
9,12,"1998",85,255,1351
9,13,"1998",85.2,256,1352
9,14,"1998",84.6,257,1353
9,15,"1998",88.4,258,1354
9,16,"1998",88,259,1355
9,17,"1998",81.6,260,1356
9,18,"1998",80.9,261,1357
9,19,"1998",83.1,262,1358
9,20,"1998",82.8,263,1359
9,21,"1998",78.8,264,1360
9,22,"1998",78.4,265,1361
9,23,"1998",78.3,266,1362
9,24,"1998",76.9,267,1363
9,25,"1998",76.9,268,1364
9,26,"1998",77.8,269,1365
9,27,"1998",77,270,1366
9,28,"1998",77.9,271,1367
9,29,"1998",79.2,272,1368
9,30,"1998",80.2,273,1369
10,1,"1998",81,274,1370
10,2,"1998",78.6,275,1371
10,3,"1998",78.3,276,1372
10,4,"1998",80.7,277,1373
10,5,"1998",79.1,278,1374
10,6,"1998",76.9,279,1375
10,7,"1998",77.5,280,1376
10,8,"1998",79.2,281,1377
10,9,"1998",78.2,282,1378
10,10,"1998",79.8,283,1379
10,11,"1998",81,284,1380
10,12,"1998",83,285,1381
10,13,"1998",84,286,1382
10,14,"1998",82.7,287,1383
10,15,"1998",79.3,288,1384
10,16,"1998",74.9,289,1385
10,17,"1998",72.9,290,1386
10,18,"1998",73,291,1387
10,19,"1998",72.9,292,1388
10,20,"1998",73.8,293,1389
10,21,"1998",73.9,294,1390
10,22,"1998",74.8,295,1391
10,23,"1998",73.8,296,1392
10,24,"1998",73.2,297,1393
10,25,"1998",72.3,298,1394
10,26,"1998",74.4,299,1395
10,27,"1998",77.1,300,1396
10,28,"1998",74.2,301,1397
10,29,"1998",68.6,302,1398
10,30,"1998",68.6,303,1399
10,31,"1998",70.3,304,1400
11,1,"1998",71.4,305,1401
11,2,"1998",73,306,1402
11,3,"1998",71.7,307,1403
11,4,"1998",72.1,308,1404
11,5,"1998",71.8,309,1405
11,6,"1998",72.4,310,1406
11,7,"1998",73.5,311,1407
11,8,"1998",71.2,312,1408
11,9,"1998",69.4,313,1409
11,10,"1998",67.1,314,1410
11,11,"1998",66.5,315,1411
11,12,"1998",67.3,316,1412
11,13,"1998",67.7,317,1413
11,14,"1998",68.8,318,1414
11,15,"1998",68.6,319,1415
11,16,"1998",68.4,320,1416
11,17,"1998",66.6,321,1417
11,18,"1998",66.6,322,1418
11,19,"1998",67.6,323,1419
11,20,"1998",66.8,324,1420
11,21,"1998",70.4,325,1421
11,22,"1998",70.9,326,1422
11,23,"1998",71.5,327,1423
11,24,"1998",68,328,1424
11,25,"1998",67.7,329,1425
11,26,"1998",72.4,330,1426
11,27,"1998",66.8,331,1427
11,28,"1998",70.3,332,1428
11,29,"1998",65.7,333,1429
11,30,"1998",62.5,334,1430
12,1,"1998",62.9,335,1431
12,2,"1998",64.1,336,1432
12,3,"1998",64.3,337,1433
12,4,"1998",65.1,338,1434
12,5,"1998",67.2,339,1435
12,6,"1998",73.3,340,1436
12,7,"1998",72.9,341,1437
12,8,"1998",67.1,342,1438
12,9,"1998",65.9,343,1439
12,10,"1998",59.5,344,1440
12,11,"1998",58.1,345,1441
12,12,"1998",60.1,346,1442
12,13,"1998",61.9,347,1443
12,14,"1998",60.6,348,1444
12,15,"1998",58,349,1445
12,16,"1998",54.6,350,1446
12,17,"1998",56.5,351,1447
12,18,"1998",58,352,1448
12,19,"1998",57.4,353,1449
12,20,"1998",57.3,354,1450
12,21,"1998",56.9,355,1451
12,22,"1998",58.2,356,1452
12,23,"1998",58.8,357,1453
12,26,"1998",56.3,360,1456
12,27,"1998",57,361,1457
12,28,"1998",60,362,1458
12,29,"1998",56.1,363,1459
1,1,"1999",59.1,1,1462
1,2,"1999",60.5,2,1463
1,3,"1999",59.1,3,1464
1,4,"1999",58.6,4,1465
1,5,"1999",58,5,1466
1,6,"1999",58,6,1467
1,7,"1999",57.1,7,1468
1,8,"1999",57.5,8,1469
1,9,"1999",57.9,9,1470
1,11,"1999",58.6,11,1472
1,12,"1999",57.7,12,1473
1,13,"1999",57.3,13,1474
1,14,"1999",57.7,14,1475
1,15,"1999",59.5,15,1476
1,16,"1999",59.3,16,1477
1,17,"1999",59,17,1478
1,18,"1999",58.7,18,1479
1,19,"1999",57,19,1480
1,20,"1999",55.4,20,1481
1,21,"1999",58,21,1482
1,22,"1999",62.9,22,1483
1,23,"1999",58.3,23,1484
1,24,"1999",58.7,24,1485
1,25,"1999",58.1,25,1486
1,26,"1999",59.3,26,1487
1,27,"1999",57.1,27,1488
1,28,"1999",57,28,1489
1,29,"1999",57.3,29,1490
1,30,"1999",60.9,30,1491
1,31,"1999",57.1,31,1492
2,1,"1999",60.3,32,1493
2,2,"1999",61.2,33,1494
2,3,"1999",60.8,34,1495
2,4,"1999",58.2,35,1496
2,5,"1999",56.5,36,1497
2,6,"1999",56.8,37,1498
2,7,"1999",57.5,38,1499
2,8,"1999",57.7,39,1500
2,9,"1999",60.1,40,1501
2,10,"1999",59,41,1502
2,11,"1999",60.2,42,1503
2,12,"1999",61.3,43,1504
2,13,"1999",64.3,44,1505
2,14,"1999",59,45,1506
2,15,"1999",58.4,46,1507
2,16,"1999",63.2,47,1508
2,17,"1999",71.7,48,1509
2,18,"1999",63.6,49,1510
2,19,"1999",58.2,50,1511
2,20,"1999",53.6,51,1512
2,21,"1999",53.8,52,1513
2,22,"1999",55.9,53,1514
2,23,"1999",58,54,1515
2,24,"1999",61.2,55,1516
2,25,"1999",59.8,56,1517
2,26,"1999",58.2,57,1518
2,27,"1999",58.9,58,1519
2,28,"1999",55.5,59,1520
3,1,"1999",60,60,1521
3,2,"1999",58.4,61,1522
3,3,"1999",60,62,1523
3,4,"1999",62.2,63,1524
3,5,"1999",65.3,64,1525
3,6,"1999",65.8,65,1526
3,7,"1999",65.9,66,1527
3,8,"1999",64.5,67,1528
3,9,"1999",64.7,68,1529
3,10,"1999",61.1,69,1530
3,11,"1999",60.3,70,1531
3,12,"1999",60.3,71,1532
3,13,"1999",61.8,72,1533
3,14,"1999",61.7,73,1534
3,15,"1999",62.6,74,1535
3,16,"1999",60.7,75,1536
3,17,"1999",63,76,1537
3,18,"1999",73.5,77,1538
3,19,"1999",75,78,1539
3,20,"1999",64.9,79,1540
3,21,"1999",63.5,80,1541
3,22,"1999",62.1,81,1542
3,23,"1999",61.6,82,1543
3,24,"1999",67.4,83,1544
3,25,"1999",62,84,1545
3,26,"1999",62.6,85,1546
3,27,"1999",69.8,86,1547
3,28,"1999",77.6,87,1548
3,29,"1999",71,88,1549
3,30,"1999",73.9,89,1550
3,31,"1999",66.7,90,1551
4,1,"1999",63.9,91,1552
4,2,"1999",65.4,92,1553
4,3,"1999",66.2,93,1554
4,4,"1999",72.9,94,1555
4,5,"1999",75,95,1556
4,6,"1999",64.5,96,1557
4,7,"1999",63.3,97,1558
4,8,"1999",63.1,98,1559
4,9,"1999",65.4,99,1560
4,10,"1999",67.6,100,1561
4,11,"1999",69,101,1562
4,12,"1999",66.1,102,1563
4,13,"1999",66.3,103,1564
4,14,"1999",75,104,1565
4,15,"1999",77.5,105,1566
4,16,"1999",70.8,106,1567
4,17,"1999",71.3,107,1568
4,18,"1999",80.8,108,1569
4,19,"1999",75.7,109,1570
4,20,"1999",69.7,110,1571
4,21,"1999",66.1,111,1572
4,22,"1999",67,112,1573
4,23,"1999",68.2,113,1574
4,24,"1999",70.1,114,1575
4,25,"1999",71.3,115,1576
4,26,"1999",72.2,116,1577
4,27,"1999",75.6,117,1578
4,28,"1999",71.9,118,1579
4,29,"1999",72.1,119,1580
4,30,"1999",73.6,120,1581
5,1,"1999",74.6,121,1582
5,2,"1999",77.6,122,1583
5,3,"1999",82.9,123,1584
5,4,"1999",81.4,124,1585
5,5,"1999",79.4,125,1586
5,6,"1999",80.9,126,1587
5,7,"1999",76.7,127,1588
5,8,"1999",71.3,128,1589
5,9,"1999",69.6,129,1590
5,10,"1999",72,130,1591
5,11,"1999",71.8,131,1592
5,12,"1999",73.4,132,1593
5,13,"1999",75,133,1594
5,14,"1999",77.3,134,1595
5,15,"1999",74,135,1596
5,16,"1999",76.9,136,1597
5,17,"1999",79.9,137,1598
5,18,"1999",79.2,138,1599
5,19,"1999",79,139,1600
5,20,"1999",78.8,140,1601
5,21,"1999",78.3,141,1602
5,22,"1999",81.1,142,1603
5,23,"1999",82.2,143,1604
5,24,"1999",80.6,144,1605
5,25,"1999",79.6,145,1606
5,26,"1999",75.6,146,1607
5,27,"1999",75.1,147,1608
5,28,"1999",75.7,148,1609
5,29,"1999",75.9,149,1610
5,30,"1999",77.3,150,1611
5,31,"1999",77,151,1612
6,1,"1999",76.3,152,1613
6,2,"1999",78.1,153,1614
6,3,"1999",79.5,154,1615
6,4,"1999",79.8,155,1616
6,5,"1999",83.5,156,1617
6,6,"1999",87.3,157,1618
6,7,"1999",84.6,158,1619
6,8,"1999",79.6,159,1620
6,9,"1999",81.2,160,1621
6,10,"1999",79.5,161,1622
6,11,"1999",79.9,162,1623
6,12,"1999",81.3,163,1624
6,13,"1999",84.3,164,1625
6,14,"1999",81.4,165,1626
6,15,"1999",80.6,166,1627
6,16,"1999",81.7,167,1628
6,17,"1999",84.2,168,1629
6,18,"1999",87.4,169,1630
6,19,"1999",82.4,170,1631
6,20,"1999",80.3,171,1632
6,21,"1999",81.7,172,1633
6,22,"1999",85.7,173,1634
6,23,"1999",81.4,174,1635
6,24,"1999",77.9,175,1636
6,25,"1999",78.5,176,1637
6,26,"1999",78.9,177,1638
6,27,"1999",79.2,178,1639
6,28,"1999",79,179,1640
6,29,"1999",81.5,180,1641
6,30,"1999",82,181,1642
7,1,"1999",81.8,182,1643
7,2,"1999",83.3,183,1644
7,3,"1999",81.7,184,1645
7,4,"1999",81.1,185,1646
7,5,"1999",81.5,186,1647
7,6,"1999",81.9,187,1648
7,7,"1999",81.7,188,1649
7,8,"1999",82.8,189,1650
7,9,"1999",84.1,190,1651
7,10,"1999",84.1,191,1652
7,11,"1999",82.3,192,1653
7,12,"1999",84.7,193,1654
7,13,"1999",84.9,194,1655
7,14,"1999",85.4,195,1656
7,15,"1999",87.2,196,1657
7,16,"1999",88.7,197,1658
7,17,"1999",85.9,198,1659
7,18,"1999",85.6,199,1660
7,19,"1999",84.3,200,1661
7,20,"1999",82.2,201,1662
7,21,"1999",81.8,202,1663
7,22,"1999",83,203,1664
7,23,"1999",83.3,204,1665
7,24,"1999",84,205,1666
7,25,"1999",84.1,206,1667
7,26,"1999",83.5,207,1668
7,27,"1999",82.3,208,1669
7,28,"1999",81.6,209,1670
7,29,"1999",82.4,210,1671
7,30,"1999",84.5,211,1672
7,31,"1999",84.6,212,1673
8,1,"1999",83.6,213,1674
8,2,"1999",82.8,214,1675
8,3,"1999",82,215,1676
8,4,"1999",82.1,216,1677
8,5,"1999",81.7,217,1678
8,6,"1999",82.9,218,1679
8,7,"1999",84.7,219,1680
8,8,"1999",83.3,220,1681
8,9,"1999",84.7,221,1682
8,10,"1999",85.2,222,1683
8,11,"1999",87.6,223,1684
8,12,"1999",86.9,224,1685
8,13,"1999",85.8,225,1686
8,14,"1999",85.7,226,1687
8,15,"1999",86.6,227,1688
8,16,"1999",84.1,228,1689
8,17,"1999",83.1,229,1690
8,18,"1999",88.7,230,1691
8,19,"1999",90.3,231,1692
8,20,"1999",87.9,232,1693
8,21,"1999",86.3,233,1694
8,22,"1999",89.1,234,1695
8,23,"1999",88.7,235,1696
8,24,"1999",85,236,1697
8,25,"1999",82.6,237,1698
8,26,"1999",81,238,1699
8,27,"1999",81.3,239,1700
8,28,"1999",81.2,240,1701
8,29,"1999",79.8,241,1702
8,30,"1999",81.2,242,1703
8,31,"1999",80.7,243,1704
9,1,"1999",80.2,244,1705
9,2,"1999",81.7,245,1706
9,3,"1999",84.3,246,1707
9,4,"1999",80.6,247,1708
9,5,"1999",80.4,248,1709
9,6,"1999",80.6,249,1710
9,7,"1999",80.2,250,1711
9,8,"1999",79.2,251,1712
9,9,"1999",80.4,252,1713
9,10,"1999",81.5,253,1714
9,11,"1999",82.4,254,1715
9,12,"1999",84,255,1716
9,13,"1999",81,256,1717
9,14,"1999",83.7,257,1718
9,15,"1999",85.9,258,1719
9,16,"1999",79.7,259,1720
9,17,"1999",79.5,260,1721
9,18,"1999",80.3,261,1722
9,19,"1999",83.1,262,1723
9,20,"1999",83.8,263,1724
9,21,"1999",79.9,264,1725
9,22,"1999",80.6,265,1726
9,23,"1999",81.4,266,1727
9,24,"1999",81.1,267,1728
9,25,"1999",80.1,268,1729
9,26,"1999",79.9,269,1730
