"popul","TVnews","selfLR","ClinLR","DoleLR","PID","age","educ","income","vote"
35,3,"Mod","sliLib","sliCon","weakDem",29,"BAdeg","$25K-$30K","Clinton"
0,1,"Mod","sliCon","Con","indDem",28,"BAdeg","$25K-$30K","Clinton"
310,7,"Con","Mod","sliLib","weakRep",65,"HS","$25K-$30K","Clinton"
900,2,"Con","sliCon","sliLib","weakDem",25,"HS","$25K-$30K","Clinton"
0,7,"sliLib","Lib","extCon","weakDem",65,"HSdrop","$25K-$30K","Clinton"
11,4,"Con","Lib","Con","weakRep",38,"CCdeg","$25K-$30K","Dole"
0,2,"Mod","sliLib","sliCon","weakRep",72,"MAdeg","$25K-$30K","Dole"
270,7,"sliLib","Lib","extCon","weakDem",67,"HS","$25K-$30K","Clinton"
51,7,"sliLib","extLib","extCon","strDem",74,"HS","$25K-$30K","Clinton"
11,5,"Lib","Mod","Mod","indDem",71,"BAdeg","$25K-$30K","Clinton"
2,0,"Mod","Con","Mod","strDem",47,"HS","$25K-$30K","Clinton"
20,7,"sliCon","Mod","Con","weakDem",69,"MS","$25K-$30K","Clinton"
31,3,"sliLib","sliLib","Con","weakDem",29,"BAdeg","$25K-$30K","Clinton"
2,0,"Con","Lib","sliCon","strRep",34,"HS","$25K-$30K","Dole"
5,3,"Mod","sliLib","Con","strDem",43,"Coll","$25K-$30K","Clinton"
22,7,"Lib","extLib","extCon","strDem",30,"HS","$25K-$30K","Clinton"
0,7,"sliCon","sliCon","Mod","strDem",76,"HSdrop","$25K-$30K","Clinton"
27,0,"Lib","Mod","Con","weakDem",26,"CCdeg","$30K-$35K","Clinton"
7,7,"Mod","sliLib","Con","indDem",76,"CCdeg","$30K-$35K","Clinton"
0,0,"extLib","Mod","Con","weakDem",42,"MAdeg","$30K-$35K","Clinton"
0,4,"sliLib","extLib","Mod","weakRep",33,"HS","$30K-$35K","Dole"
0,1,"Con","Lib","sliCon","weakRep",25,"HS","$30K-$35K","Dole"
2800,0,"Lib","Lib","extCon","strDem",51,"Coll","$30K-$35K","Clinton"
0,4,"Mod","Lib","sliCon","indRep",57,"HS","$30K-$35K","Dole"
22,1,"Con","extLib","sliCon","strRep",21,"Coll","$30K-$35K","Dole"
9,7,"sliCon","extLib","Mod","weakRep",79,"MAdeg","$30K-$35K","Dole"
0,1,"Con","Lib","sliCon","weakRep",35,"CCdeg","$30K-$35K","Dole"
9,5,"Mod","Lib","sliCon","indRep",57,"BAdeg","$30K-$35K","Dole"
0,1,"Mod","Mod","Con","weakRep",32,"BAdeg","$30K-$35K","Clinton"
37,5,"Mod","sliCon","sliCon","indDem",51,"BAdeg","$30K-$35K","Clinton"
23,0,"sliCon","Lib","Mod","strRep",62,"MAdeg","$30K-$35K","Dole"
0,4,"sliCon","extLib","Con","weakRep",48,"Coll","$30K-$35K","Dole"
0,7,"extCon","extLib","Con","strRep",39,"HS","$30K-$35K","Dole"
0,5,"sliLib","Lib","Con","weakRep",26,"BAdeg","$30K-$35K","Dole"
40,0,"Mod","Lib","Mod","weakDem",38,"HS","$30K-$35K","Dole"
0,5,"sliLib","sliLib","Mod","strDem",50,"Coll","$30K-$35K","Clinton"
9,2,"sliCon","sliCon","Con","indRep",33,"HS","$30K-$35K","Dole"
15,5,"Mod","sliLib","Con","indDem",36,"HS","$30K-$35K","Clinton"
640,5,"Mod","Mod","Con","strDem",24,"BAdeg","$30K-$35K","Clinton"
0,4,"sliLib","Lib","Con","strDem",25,"CCdeg","$30K-$35K","Clinton"
0,7,"Con","sliCon","sliLib","strDem",62,"HS","$30K-$35K","Clinton"
0,2,"Mod","sliLib","sliLib","strRep",33,"HS","$30K-$35K","Dole"
0,7,"Con","Lib","sliCon","strRep",53,"BAdeg","$30K-$35K","Dole"
22,7,"Con","Lib","sliCon","strRep",68,"BAdeg","$30K-$35K","Dole"
22,7,"sliCon","Mod","Con","weakDem",68,"HS","$30K-$35K","Clinton"
10,1,"Con","extLib","sliCon","weakRep",38,"HS","$30K-$35K","Dole"
29,1,"Mod","sliCon","sliLib","strDem",58,"MS","$30K-$35K","Clinton"
170,7,"Mod","Lib","Con","weakRep",34,"BAdeg","$30K-$35K","Dole"
4,2,"Mod","sliLib","Mod","weakDem",58,"HSdrop","$30K-$35K","Clinton"
11,0,"sliLib","Mod","extCon","weakDem",35,"CCdeg","$30K-$35K","Clinton"
31,3,"extCon","Lib","Con","strRep",42,"BAdeg","$30K-$35K","Dole"
0,7,"Mod","Mod","Con","strDem",54,"HS","$30K-$35K","Clinton"
0,7,"Con","Lib","sliCon","strRep",69,"HS","$30K-$35K","Dole"
360,2,"Mod","Con","sliCon","strDem",35,"Coll","$30K-$35K","Clinton"
0,7,"Con","extLib","sliCon","strRep",66,"Coll","$30K-$35K","Dole"
900,2,"sliLib","Lib","extCon","strDem",58,"HS","$30K-$35K","Clinton"
51,5,"Lib","Mod","extCon","weakDem",41,"HS","$30K-$35K","Clinton"
0,2,"sliCon","Lib","Con","indRep",35,"BAdeg","$30K-$35K","Clinton"
110,0,"sliLib","sliLib","Con","weakDem",40,"MAdeg","$30K-$35K","Clinton"
1,7,"Mod","extCon","Lib","strDem",53,"MS","$30K-$35K","Clinton"
8,5,"Con","Lib","Con","weakRep",67,"BAdeg","$30K-$35K","Dole"
5,5,"Mod","Mod","Con","strDem",32,"CCdeg","$30K-$35K","Clinton"
87,4,"sliLib","Mod","Con","strDem",41,"Coll","$30K-$35K","Clinton"
3,1,"Lib","extLib","Con","weakDem",43,"MAdeg","$30K-$35K","Clinton"
51,1,"sliCon","sliLib","Lib","strDem",65,"HSdrop","$30K-$35K","Clinton"
350,7,"sliLib","sliLib","extCon","strDem",60,"CCdeg","$30K-$35K","Clinton"
3,7,"sliCon","sliLib","Con","strDem",77,"BAdeg","$30K-$35K","Clinton"
630,0,"Con","sliCon","Mod","weakDem",35,"Coll","$30K-$35K","Clinton"
180,4,"Con","extCon","sliCon","weakDem",48,"Coll","$30K-$35K","Clinton"
0,0,"Con","Lib","Con","strRep",52,"HS","$30K-$35K","Dole"
35,7,"sliCon","sliLib","Con","indDem",43,"MAdeg","$30K-$35K","Clinton"
0,7,"Con","Lib","Con","strRep",43,"CCdeg","$30K-$35K","Dole"
0,7,"Con","Lib","Con","strRep",67,"Coll","$30K-$35K","Dole"
6,1,"Mod","Mod","extCon","strDem",56,"HS","$30K-$35K","Clinton"
7300,2,"sliLib","sliLib","Mod","strDem",62,"Coll","$30K-$35K","Clinton"
2,1,"extCon","extCon","sliCon","strDem",62,"HS","$30K-$35K","Clinton"
35,3,"sliLib","Lib","Con","weakDem",22,"BAdeg","$30K-$35K","Clinton"
0,0,"Lib","Lib","Con","weakDem",21,"CCdeg","$30K-$35K","Clinton"
45,3,"Con","extLib","Con","strRep",34,"HS","$30K-$35K","Dole"
0,7,"Mod","sliLib","sliCon","strDem",70,"HS","$30K-$35K","Clinton"
5,1,"sliLib","Lib","Con","indDem",50,"HS","$30K-$35K","Clinton"
35,5,"Con","extLib","Con","strRep",42,"Coll","$30K-$35K","Dole"
900,5,"Con","Lib","Con","strRep",73,"HS","$30K-$35K","Dole"
35,2,"sliLib","extLib","Con","strDem",57,"MAdeg","$30K-$35K","Clinton"
0,7,"Con","extLib","sliCon","strRep",40,"BAdeg","$30K-$35K","Dole"
0,2,"Con","extLib","Con","strRep",58,"BAdeg","$30K-$35K","Dole"
11,7,"Mod","Con","Lib","weakDem",62,"HS","$30K-$35K","Clinton"
40,1,"sliLib","sliCon","sliLib","weakDem",44,"HS","$35K-$40K","Clinton"
0,3,"sliCon","sliLib","extCon","strRep",30,"BAdeg","$35K-$40K","Clinton"
23,7,"sliLib","sliLib","extCon","strDem",76,"CCdeg","$35K-$40K","Clinton"
270,3,"Mod","sliLib","sliLib","weakDem",50,"Coll","$35K-$40K","Clinton"
9,1,"Con","Lib","sliCon","weakRep",41,"Coll","$35K-$40K","Dole"
0,6,"Con","sliLib","Con","strRep",77,"HS","$35K-$40K","Dole"
0,3,"Con","sliLib","sliCon","strRep",35,"BAdeg","$35K-$40K","Dole"
0,7,"Mod","sliLib","Mod","indind",39,"Coll","$35K-$40K","Clinton"
2,0,"Mod","Lib","Mod","indRep",72,"HS","$35K-$40K","Dole"
0,2,"Con","Lib","sliCon","strRep",42,"MAdeg","$35K-$40K","Dole"
16,7,"sliCon","Lib","Con","weakRep",85,"HSdrop","$35K-$40K","Dole"
7300,0,"Mod","Lib","Con","indind",79,"Coll","$35K-$40K","Clinton"
0,5,"Lib","sliLib","Con","strDem",39,"Coll","$35K-$40K","Clinton"
23,4,"Con","extLib","sliCon","strRep",58,"BAdeg","$35K-$40K","Dole"
42,0,"Mod","Lib","Con","weakRep",27,"BAdeg","$35K-$40K","Dole"
2,4,"Mod","sliLib","sliCon","weakDem",43,"CCdeg","$35K-$40K","Clinton"
0,0,"sliLib","sliLib","Con","strDem",58,"Coll","$35K-$40K","Clinton"
42,7,"Mod","sliLib","Con","indRep",28,"MAdeg","$35K-$40K","Dole"
470,2,"sliCon","sliLib","Con","weakRep",27,"BAdeg","$35K-$40K","Clinton"
42,0,"sliLib","Con","sliCon","indDem",40,"HS","$35K-$40K","Clinton"
0,5,"extLib","sliLib","Con","strDem",43,"BAdeg","$35K-$40K","Clinton"
40,7,"sliCon","Mod","Con","weakRep",64,"HS","$35K-$40K","Dole"
180,7,"Lib","Lib","Con","strDem",39,"BAdeg","$35K-$40K","Clinton"
110,7,"Mod","Lib","Con","indRep",76,"Coll","$35K-$40K","Dole"
140,5,"sliLib","sliLib","Con","strDem",64,"CCdeg","$35K-$40K","Clinton"
0,4,"Mod","Con","sliLib","indDem",28,"Coll","$35K-$40K","Clinton"
0,2,"Mod","Lib","Con","weakDem",45,"HS","$35K-$40K","Clinton"
190,1,"Con","Lib","Con","strRep",22,"HS","$35K-$40K","Dole"
35,1,"sliLib","sliLib","Con","weakDem",27,"BAdeg","$35K-$40K","Clinton"
45,0,"extLib","Lib","extCon","strDem",31,"Coll","$35K-$40K","Clinton"
170,1,"Lib","Lib","extCon","strDem",34,"BAdeg","$35K-$40K","Clinton"
0,4,"Lib","sliLib","extCon","strDem",30,"Coll","$35K-$40K","Clinton"
0,2,"Con","extLib","Con","strRep",64,"HS","$35K-$40K","Dole"
35,0,"Con","extLib","Con","indRep",36,"BAdeg","$35K-$40K","Dole"
5,7,"Mod","sliLib","sliCon","indRep",31,"HSdrop","$35K-$40K","Dole"
350,1,"Mod","sliLib","Mod","weakRep",37,"HS","$35K-$40K","Dole"
4,0,"Con","Mod","Lib","weakDem",48,"HS","$35K-$40K","Clinton"
70,0,"sliCon","extCon","extCon","indind",41,"HS","$35K-$40K","Clinton"
8,2,"sliCon","Lib","Con","weakRep",25,"Coll","$35K-$40K","Dole"
12,5,"Mod","Lib","Con","strRep",82,"HS","$35K-$40K","Dole"
5,1,"Con","Lib","sliCon","indRep",36,"MAdeg","$35K-$40K","Dole"
0,7,"Con","Lib","sliCon","weakDem",47,"HS","$35K-$40K","Dole"
16,6,"Lib","sliLib","Con","strDem",67,"Coll","$35K-$40K","Clinton"
0,0,"Mod","Con","Lib","weakRep",24,"Coll","$35K-$40K","Dole"
9,0,"Mod","sliCon","sliLib","weakRep",33,"BAdeg","$35K-$40K","Dole"
14,7,"Mod","extLib","sliCon","weakDem",59,"Coll","$35K-$40K","Dole"
22,7,"extCon","extLib","Con","strRep",71,"Coll","$35K-$40K","Dole"
0,7,"Con","Lib","sliCon","strRep",36,"HS","$35K-$40K","Dole"
1,3,"sliLib","sliLib","sliCon","strDem",41,"HS","$35K-$40K","Clinton"
1600,5,"Con","Lib","Con","strRep",38,"BAdeg","$35K-$40K","Dole"
7300,1,"Con","sliLib","Con","strRep",32,"HS","$35K-$40K","Dole"
19,0,"sliCon","Con","extCon","weakDem",32,"Coll","$35K-$40K","Clinton"
9,6,"sliCon","Mod","Con","strDem",75,"BAdeg","$35K-$40K","Clinton"
0,7,"sliCon","Lib","Mod","indRep",52,"HS","$35K-$40K","Dole"
1600,5,"Lib","sliLib","Con","strDem",29,"MAdeg","$35K-$40K","Clinton"
12,7,"sliLib","Mod","Con","strDem",71,"HS","$35K-$40K","Clinton"
1,0,"Con","Lib","sliCon","indDem",33,"BAdeg","$35K-$40K","Clinton"
0,3,"extLib","Lib","extCon","indDem",67,"MAdeg","$35K-$40K","Clinton"
0,2,"Con","extLib","Con","strRep",49,"Coll","$35K-$40K","Dole"
0,0,"Lib","sliLib","sliCon","weakDem",31,"MAdeg","$35K-$40K","Clinton"
9,7,"sliLib","Mod","Con","weakDem",53,"HSdrop","$35K-$40K","Clinton"
0,3,"Lib","sliLib","extCon","strDem",35,"MAdeg","$35K-$40K","Clinton"
170,7,"Con","Lib","Con","strRep",49,"MAdeg","$40K-$45K","Dole"
3,7,"Con","Mod","Mod","strDem",74,"HS","$40K-$45K","Clinton"
14,0,"Con","extLib","sliCon","strRep",29,"Coll","$40K-$45K","Dole"
1,5,"Lib","sliLib","Con","strDem",27,"BAdeg","$40K-$45K","Clinton"
23,5,"Mod","Mod","Con","weakRep",70,"Coll","$40K-$45K","Clinton"
0,0,"Con","extLib","Con","strRep",43,"BAdeg","$40K-$45K","Dole"
1,5,"Lib","sliLib","Con","indDem",47,"MAdeg","$40K-$45K","Clinton"
0,4,"Mod","Mod","Con","strDem",42,"MAdeg","$40K-$45K","Clinton"
9,0,"Con","Lib","sliCon","strRep",41,"BAdeg","$40K-$45K","Dole"
130,2,"Con","Mod","Con","strRep",37,"Coll","$40K-$45K","Dole"
5,5,"sliCon","sliCon","Mod","weakDem",61,"HS","$40K-$45K","Clinton"
4,7,"Mod","Lib","Con","strDem",84,"Coll","$40K-$45K","Clinton"
2800,7,"sliCon","sliLib","extCon","strDem",46,"BAdeg","$40K-$45K","Clinton"
4,0,"Mod","sliLib","Con","weakRep",39,"MAdeg","$40K-$45K","Clinton"
6,7,"Lib","sliLib","Con","strDem",53,"HS","$40K-$45K","Clinton"
4,7,"sliCon","extLib","Con","strRep",87,"BAdeg","$40K-$45K","Dole"
84,2,"Mod","Con","Lib","strDem",51,"HS","$40K-$45K","Clinton"
0,0,"sliCon","Lib","sliCon","indRep",37,"CCdeg","$40K-$45K","Dole"
9,1,"Mod","sliLib","sliCon","indRep",37,"BAdeg","$40K-$45K","Dole"
290,0,"sliCon","Lib","Con","strRep",40,"BAdeg","$40K-$45K","Dole"
0,3,"Mod","Mod","Con","indDem",46,"BAdeg","$40K-$45K","Clinton"
9,7,"extLib","Mod","extLib","indind",44,"HS","$40K-$45K","Dole"
0,2,"Mod","sliLib","Con","weakDem",37,"HS","$40K-$45K","Clinton"
0,7,"Mod","Lib","Con","indDem",55,"MAdeg","$40K-$45K","Clinton"
22,0,"sliCon","Lib","sliCon","weakDem",40,"BAdeg","$40K-$45K","Dole"
0,5,"sliLib","Lib","Con","weakDem",42,"MAdeg","$40K-$45K","Clinton"
640,7,"Con","Lib","Con","strRep",40,"HS","$40K-$45K","Dole"
10,0,"Con","Lib","Con","strRep",32,"HS","$40K-$45K","Dole"
4,5,"sliCon","Lib","sliCon","indRep",58,"MAdeg","$40K-$45K","Dole"
0,2,"sliCon","extLib","Con","indRep",37,"HS","$40K-$45K","Dole"
640,4,"Mod","sliCon","sliCon","weakRep",51,"HS","$40K-$45K","Dole"
110,5,"sliLib","sliCon","Mod","weakRep",44,"CCdeg","$40K-$45K","Clinton"
0,2,"Mod","sliCon","Lib","strDem",23,"HSdrop","$40K-$45K","Clinton"
0,2,"Con","Lib","Con","strRep",38,"HS","$40K-$45K","Dole"
67,0,"sliLib","Mod","Con","strDem",42,"MAdeg","$40K-$45K","Clinton"
520,7,"Mod","Lib","sliCon","indRep",60,"Coll","$40K-$45K","Dole"
0,3,"Mod","sliLib","Con","weakDem",34,"Coll","$40K-$45K","Clinton"
51,1,"Con","Lib","Con","strRep",49,"HS","$40K-$45K","Dole"
0,0,"Mod","Lib","sliLib","indRep",40,"HS","$40K-$45K","Dole"
2800,7,"Lib","Lib","extCon","strDem",23,"Coll","$40K-$45K","Clinton"
110,2,"Lib","sliLib","Con","strDem",47,"HS","$40K-$45K","Clinton"
7300,7,"Mod","Mod","extCon","strDem",44,"CCdeg","$40K-$45K","Clinton"
7300,5,"sliCon","Lib","Con","weakDem",37,"MAdeg","$40K-$45K","Dole"
0,2,"Con","extLib","Con","weakRep",26,"CCdeg","$40K-$45K","Dole"
16,7,"extCon","Con","sliCon","indDem",51,"Coll","$40K-$45K","Clinton"
140,4,"Mod","Mod","Con","strDem",69,"HS","$40K-$45K","Clinton"
54,2,"Lib","Lib","extCon","strDem",36,"BAdeg","$40K-$45K","Clinton"
2,2,"Lib","sliLib","Con","indDem",28,"Coll","$40K-$45K","Clinton"
470,4,"sliCon","Lib","Con","weakRep",40,"Coll","$45K-$50K","Dole"
0,1,"Con","extLib","Con","weakRep",45,"Coll","$45K-$50K","Dole"
75,3,"sliCon","Lib","sliCon","weakRep",75,"BAdeg","$45K-$50K","Dole"
11,2,"Con","Lib","sliCon","weakRep",32,"BAdeg","$45K-$50K","Dole"
0,0,"sliLib","Lib","Con","weakDem",27,"HS","$45K-$50K","Clinton"
2800,6,"sliCon","Lib","sliCon","indind",63,"BAdeg","$45K-$50K","Dole"
140,1,"sliCon","sliLib","Con","strRep",79,"MAdeg","$45K-$50K","Dole"
9,7,"sliLib","Lib","Con","weakDem",40,"BAdeg","$45K-$50K","Clinton"
7300,2,"Mod","sliLib","Con","weakDem",57,"BAdeg","$45K-$50K","Clinton"
45,3,"sliLib","Mod","sliCon","weakDem",44,"BAdeg","$45K-$50K","Clinton"
1600,7,"sliCon","Lib","sliCon","strRep",78,"BAdeg","$45K-$50K","Dole"
9,7,"Mod","sliCon","sliCon","weakRep",58,"MAdeg","$45K-$50K","Clinton"
0,7,"Lib","Lib","extCon","weakDem",55,"HS","$45K-$50K","Clinton"
130,4,"sliLib","Mod","Con","indDem",25,"BAdeg","$45K-$50K","Clinton"
9,0,"Lib","sliLib","Con","strDem",27,"MAdeg","$45K-$50K","Clinton"
3500,3,"Mod","Lib","extCon","indDem",21,"HS","$45K-$50K","Clinton"
0,3,"Con","Lib","Con","weakRep",37,"Coll","$45K-$50K","Dole"
0,0,"extCon","sliLib","Mod","weakRep",31,"HS","$45K-$50K","Dole"
35,7,"Lib","Mod","Con","strDem",85,"MAdeg","$45K-$50K","Clinton"
900,1,"Mod","Lib","Con","weakRep",33,"HS","$45K-$50K","Clinton"
27,7,"sliLib","extCon","Mod","indind",63,"HSdrop","$45K-$50K","Dole"
900,7,"Mod","Mod","Con","weakDem",51,"HS","$45K-$50K","Clinton"
0,2,"sliLib","sliCon","Lib","strDem",46,"HS","$45K-$50K","Clinton"
64,2,"sliCon","Lib","Con","strRep",26,"CCdeg","$45K-$50K","Dole"
4,7,"sliLib","sliLib","Con","strDem",57,"BAdeg","$45K-$50K","Clinton"
0,3,"Mod","Lib","Con","weakDem",48,"HS","$45K-$50K","Dole"
0,2,"extCon","extLib","sliCon","weakRep",55,"HS","$45K-$50K","Dole"
53,0,"sliLib","Con","Mod","weakDem",37,"CCdeg","$45K-$50K","Clinton"
290,2,"Con","Lib","Con","strRep",39,"HS","$45K-$50K","Dole"
15,2,"Lib","sliLib","Mod","weakDem",24,"HS","$45K-$50K","Dole"
0,0,"Con","sliLib","Con","strRep",30,"BAdeg","$45K-$50K","Dole"
35,0,"sliLib","Mod","Con","weakDem",36,"MAdeg","$45K-$50K","Clinton"
0,0,"sliCon","Mod","Con","indRep",45,"HS","$45K-$50K","Clinton"
470,1,"sliCon","Lib","Con","indDem",29,"HS","$45K-$50K","Clinton"
16,7,"Con","sliLib","Con","weakRep",41,"Coll","$45K-$50K","Dole"
40,1,"sliCon","sliLib","sliCon","indRep",28,"CCdeg","$45K-$50K","Dole"
290,7,"Lib","Lib","extCon","strDem",35,"Coll","$45K-$50K","Clinton"
4,7,"Lib","sliLib","Con","strDem",46,"Coll","$45K-$50K","Clinton"
1,7,"extLib","Lib","extCon","weakDem",55,"Coll","$45K-$50K","Clinton"
140,3,"Lib","sliLib","Con","strRep",65,"Coll","$45K-$50K","Clinton"
110,1,"Mod","Lib","Con","weakDem",22,"Coll","$45K-$50K","Clinton"
0,1,"Mod","Mod","Con","weakDem",41,"Coll","$45K-$50K","Clinton"
900,1,"Lib","sliLib","Con","indDem",43,"MAdeg","$45K-$50K","Clinton"
0,2,"Mod","sliLib","Con","strDem",49,"Coll","$45K-$50K","Clinton"
0,4,"Mod","Lib","sliCon","indRep",35,"MAdeg","$45K-$50K","Dole"
51,7,"sliLib","sliLib","sliCon","weakDem",80,"HS","$45K-$50K","Clinton"
71,2,"Mod","Con","Lib","strDem",57,"Coll","$45K-$50K","Clinton"
900,4,"sliLib","sliLib","Con","strDem",48,"HS","$45K-$50K","Clinton"
83,4,"extLib","Mod","Con","indDem",43,"BAdeg","$45K-$50K","Clinton"
360,3,"Mod","Mod","extCon","strDem",34,"Coll","$45K-$50K","Clinton"
180,7,"Lib","Lib","Mod","strDem",44,"CCdeg","$45K-$50K","Clinton"
1,3,"Con","extLib","Con","indRep",49,"BAdeg","$50K-$60K","Dole"
22,7,"sliCon","Lib","extCon","indDem",43,"MAdeg","$50K-$60K","Clinton"
1,0,"Mod","sliLib","sliCon","strRep",39,"Coll","$50K-$60K","Dole"
2,2,"Mod","sliLib","extCon","weakDem",27,"HS","$50K-$60K","Clinton"
34,4,"Con","Lib","Con","strRep",30,"BAdeg","$50K-$60K","Dole"
33,2,"Con","Lib","Con","indRep",33,"BAdeg","$50K-$60K","Dole"
10,1,"Lib","sliLib","extCon","strDem",32,"CCdeg","$50K-$60K","Clinton"
290,7,"sliCon","Lib","Con","strRep",31,"BAdeg","$50K-$60K","Dole"
0,2,"sliCon","sliLib","extCon","indDem",27,"CCdeg","$50K-$60K","Clinton"
76,3,"Lib","Lib","Con","strDem",36,"Coll","$50K-$60K","Clinton"
20,7,"sliLib","Lib","Con","indDem",45,"CCdeg","$50K-$60K","Clinton"
0,5,"Mod","Con","sliCon","indDem",51,"HS","$50K-$60K","Clinton"
0,0,"Con","Lib","sliLib","weakRep",36,"Coll","$50K-$60K","Dole"
0,7,"Con","Mod","Con","indRep",47,"MAdeg","$50K-$60K","Dole"
470,4,"Mod","Mod","Con","weakDem",42,"BAdeg","$50K-$60K","Clinton"
9,6,"Con","extLib","sliCon","strRep",70,"BAdeg","$50K-$60K","Dole"
0,0,"sliLib","sliLib","Con","indind",40,"Coll","$50K-$60K","Clinton"
0,7,"Lib","sliCon","extCon","strDem",38,"HS","$50K-$60K","Clinton"
8,0,"sliCon","extLib","Con","indRep",29,"HS","$50K-$60K","Dole"
1,0,"Mod","Lib","sliCon","strRep",58,"HS","$50K-$60K","Dole"
1,7,"Mod","Con","extLib","indDem",28,"HS","$50K-$60K","Clinton"
7,1,"Con","sliLib","Con","weakRep",30,"Coll","$50K-$60K","Dole"
0,3,"Mod","sliLib","Con","indDem",48,"CCdeg","$50K-$60K","Clinton"
170,0,"Con","Lib","Con","strRep",35,"Coll","$50K-$60K","Dole"
270,3,"Con","extCon","Con","strDem",38,"HS","$50K-$60K","Clinton"
0,0,"Mod","Lib","sliCon","indRep",56,"MAdeg","$50K-$60K","Dole"
13,4,"sliCon","sliLib","Con","weakRep",62,"Coll","$50K-$60K","Dole"
10,7,"Con","extLib","Con","weakRep",56,"Coll","$50K-$60K","Dole"
22,0,"Con","Lib","sliCon","strRep",32,"HS","$50K-$60K","Dole"
640,5,"Mod","sliCon","extCon","weakDem",50,"CCdeg","$50K-$60K","Clinton"
900,3,"sliLib","Mod","Con","weakDem",45,"BAdeg","$50K-$60K","Clinton"
22,7,"sliLib","sliLib","Mod","strDem",36,"BAdeg","$50K-$60K","Clinton"
62,1,"Con","Lib","Con","strRep",49,"Coll","$50K-$60K","Dole"
110,2,"extCon","extLib","Con","strRep",31,"BAdeg","$50K-$60K","Dole"
84,4,"Lib","sliLib","Con","indDem",33,"MAdeg","$50K-$60K","Clinton"
0,1,"Con","Lib","Con","strRep",35,"Coll","$50K-$60K","Dole"
13,2,"Mod","Lib","sliCon","indRep",73,"Coll","$50K-$60K","Dole"
20,7,"Con","extLib","sliCon","strRep",54,"CCdeg","$50K-$60K","Dole"
0,3,"Mod","Lib","extCon","weakDem",48,"HS","$50K-$60K","Clinton"
16,3,"Con","Lib","Con","indRep",65,"Coll","$50K-$60K","Dole"
6,7,"sliCon","Con","sliCon","strRep",46,"Coll","$50K-$60K","Clinton"
12,0,"Lib","Lib","Con","strDem",45,"MAdeg","$50K-$60K","Clinton"
0,7,"Con","Lib","sliCon","strRep",65,"MAdeg","$50K-$60K","Dole"
0,0,"Con","Lib","Con","strRep",45,"BAdeg","$50K-$60K","Dole"
170,7,"Mod","extLib","sliCon","indRep",89,"MAdeg","$50K-$60K","Dole"
100,0,"sliCon","sliLib","Con","indRep",32,"Coll","$50K-$60K","Clinton"
5,4,"Con","Mod","Mod","weakDem",38,"Coll","$50K-$60K","Clinton"
3500,5,"Lib","Mod","Lib","weakRep",33,"Coll","$50K-$60K","Dole"
71,4,"Con","Lib","sliCon","strRep",49,"MAdeg","$50K-$60K","Dole"
4,7,"sliCon","Lib","Con","weakRep",64,"BAdeg","$50K-$60K","Dole"
7300,5,"sliCon","Mod","extCon","weakDem",55,"Coll","$50K-$60K","Clinton"
7,0,"sliLib","sliLib","sliCon","weakDem",56,"MAdeg","$50K-$60K","Clinton"
290,4,"Mod","sliCon","sliLib","weakRep",30,"BAdeg","$50K-$60K","Clinton"
0,0,"sliCon","Mod","Con","weakRep",41,"MAdeg","$50K-$60K","Dole"
0,1,"Con","Lib","sliCon","strRep",39,"CCdeg","$50K-$60K","Dole"
520,7,"Mod","Mod","Con","indRep",34,"HS","$50K-$60K","Clinton"
430,5,"Mod","sliCon","extCon","weakDem",53,"HS","$50K-$60K","Clinton"
9,2,"sliLib","sliLib","Con","indDem",40,"BAdeg","$50K-$60K","Clinton"
40,0,"sliLib","sliLib","Con","weakDem",48,"BAdeg","$50K-$60K","Clinton"
2,7,"Con","sliCon","sliCon","weakRep",59,"Coll","$50K-$60K","Clinton"
75,7,"Con","Lib","Mod","indRep",54,"Coll","$50K-$60K","Dole"
170,0,"sliLib","sliCon","Con","weakDem",41,"BAdeg","$50K-$60K","Clinton"
170,1,"Lib","sliLib","Con","strDem",41,"BAdeg","$50K-$60K","Clinton"
640,5,"sliCon","sliLib","Con","indRep",63,"MAdeg","$50K-$60K","Clinton"
2800,1,"extCon","extLib","Con","indRep",39,"HS","$50K-$60K","Dole"
9,3,"extCon","Lib","sliCon","indRep",46,"HS","$50K-$60K","Clinton"
150,7,"Mod","sliLib","Con","strDem",55,"HS","$50K-$60K","Clinton"
0,7,"Mod","extLib","sliCon","indind",42,"HS","$50K-$60K","Dole"
0,7,"Con","sliLib","Con","indRep",58,"HSdrop","$50K-$60K","Dole"
100,0,"sliLib","Lib","Con","indDem",42,"Coll","$50K-$60K","Clinton"
33,7,"Mod","sliLib","Mod","indDem",40,"BAdeg","$50K-$60K","Dole"
310,7,"sliCon","Lib","sliCon","weakDem",56,"BAdeg","$50K-$60K","Dole"
53,1,"Mod","sliCon","Lib","indDem",37,"Coll","$50K-$60K","Clinton"
13,2,"sliLib","Lib","Con","indDem",37,"BAdeg","$50K-$60K","Clinton"
290,6,"sliCon","extLib","sliCon","weakRep",49,"BAdeg","$50K-$60K","Dole"
310,7,"Con","extLib","Con","strRep",63,"Coll","$50K-$60K","Dole"
0,7,"Con","Lib","sliCon","strRep",30,"MAdeg","$50K-$60K","Dole"
54,7,"Mod","Lib","Con","indRep",62,"CCdeg","$50K-$60K","Dole"
1600,0,"Mod","sliLib","Con","weakDem",30,"BAdeg","$50K-$60K","Clinton"
