"age","educ","sex","income","year","person"
36,12,"F",3750,75,51
36,12,"F",2500,76,51
36,12,"F",3000,77,51
36,12,"F",1651,78,51
36,12,"F",2500,79,51
36,12,"F",960,80,51
36,12,"F",180,81,51
36,12,"F",1040,82,51
36,12,"F",980,83,51
36,12,"F",911,84,51
36,12,"F",1040,85,51
36,12,"F",2490,86,51
36,12,"F",1170,87,51
36,12,"F",1040,88,51
36,12,"F",1530,89,51
36,12,"F",1785,90,51
36,10,"M",6700,68,52
36,10,"M",5400,69,52
36,10,"M",9800,70,52
36,10,"M",6000,71,52
36,10,"M",9000,72,52
36,10,"M",9750,73,52
36,10,"M",10400,74,52
36,10,"M",9000,75,52
36,10,"M",8000,76,52
36,10,"M",11000,77,52
36,10,"M",12200,78,52
36,10,"M",12000,79,52
36,10,"M",13000,80,52
36,10,"M",18800,81,52
36,10,"M",19440,82,52
36,10,"M",20000,83,52
36,10,"M",9000,84,52
36,10,"M",20000,85,52
36,10,"M",16000,86,52
36,10,"M",22000,87,52
36,12,"M",5237,68,53
36,12,"M",3000,69,53
36,12,"M",4344,70,53
36,12,"M",2742,71,53
36,12,"M",3750,72,53
36,12,"M",7060,73,53
36,12,"M",2570,74,53
36,12,"M",5680,75,53
36,12,"M",2250,76,53
36,12,"M",6531,77,53
36,12,"M",17130,78,53
36,12,"M",15000,79,53
36,12,"M",9350,80,53
36,12,"M",26000,81,53
36,12,"M",15510,82,53
36,12,"M",23000,83,53
36,12,"M",22400,84,53
36,12,"M",21800,85,53
36,12,"M",10000,86,53
36,12,"M",20000,87,53
36,12,"M",7158,88,53
36,12,"M",15000,89,53
36,12,"M",50000,90,53
38,14,"F",360,68,54
38,14,"F",1500,69,54
38,14,"F",500,70,54
38,14,"F",3000,71,54
38,14,"F",910,72,54
38,14,"F",1000,73,54
38,14,"F",2000,74,54
38,14,"F",2000,75,54
38,14,"F",1500,76,54
38,14,"F",2000,77,54
38,14,"F",2000,78,54
38,14,"F",1000,79,54
38,14,"F",5499,80,54
31,13,"M",6514,68,55
31,13,"M",10065,69,55
31,13,"M",16710,70,55
31,13,"M",18841,71,55
31,13,"M",17295,72,55
31,13,"M",20595,73,55
31,13,"M",21030,74,55
31,13,"M",27040,75,55
31,13,"M",14750,76,55
31,13,"M",16600,77,55
31,13,"M",38500,78,55
31,13,"M",28600,79,55
31,13,"M",33800,80,55
31,13,"M",28100,81,55
31,13,"M",27000,82,55
31,13,"M",29000,83,55
31,13,"M",33800,84,55
31,13,"M",33000,85,55
31,13,"M",39200,86,55
31,13,"M",28800,87,55
31,13,"M",42000,88,55
31,13,"M",34100,89,55
31,13,"M",45700,90,55
33,11,"M",5000,68,56
33,11,"M",5720,69,56
33,11,"M",10000,70,56
33,11,"M",12000,71,56
33,11,"M",13000,72,56
33,11,"M",9776,73,56
33,11,"M",13000,74,56
33,11,"M",13000,75,56
33,11,"M",2500,76,56
33,11,"M",4000,78,56
33,11,"M",11700,79,56
33,11,"M",14174,80,56
28,9,"M",3600,68,57
28,9,"M",5300,69,57
28,9,"M",5378,70,57
28,9,"M",7000,71,57
28,9,"M",7173,72,57
28,9,"M",8000,73,57
28,9,"M",8000,74,57
28,9,"M",8000,75,57
28,9,"M",10000,76,57
28,9,"M",11000,77,57
28,9,"M",10000,78,57
28,9,"M",6000,80,57
28,9,"M",5200,81,57
28,9,"M",3600,82,57
28,9,"M",3600,86,57
28,9,"M",1000,87,57
28,9,"M",4800,88,57
28,9,"M",1800,89,57
28,9,"M",12000,90,57
34,9,"M",2340,68,58
34,9,"M",2714,69,58
34,9,"M",2759,70,58
34,9,"M",3093,71,58
34,9,"M",3214,72,58
34,9,"M",3295,73,58
34,9,"M",3842,74,58
34,9,"M",3860,75,58
34,9,"M",5102,76,58
34,9,"M",5311,77,58
34,9,"M",5068,78,58
34,9,"M",8000,79,58
34,9,"M",8010,80,58
34,9,"M",8400,81,58
34,9,"M",3520,82,58
35,12,"M",2600,68,59
35,12,"M",2674,69,59
35,12,"M",7430,71,59
35,12,"M",7224,72,59
35,12,"M",7560,73,59
35,12,"M",13860,74,59
35,12,"M",34709,75,59
35,12,"M",22500,76,59
35,12,"M",37500,77,59
35,12,"M",24000,78,59
35,12,"M",19800,79,59
35,12,"M",14000,80,59
35,12,"M",42000,81,59
35,12,"M",50000,82,59
35,12,"M",63000,83,59
35,12,"M",102000,84,59
35,12,"M",96000,85,59
35,12,"M",107000,86,59
35,12,"M",107000,87,59
35,12,"M",36956,88,59
35,12,"M",71000,89,59
35,12,"M",71000,90,59
34,12,"M",6100,68,60
34,12,"M",6847,69,60
34,12,"M",7547,70,60
34,12,"M",7158,71,60
34,12,"M",7792,72,60
34,12,"M",8489,73,60
34,12,"M",9880,74,60
34,12,"M",8000,75,60
34,12,"M",8215,76,60
34,12,"M",10000,77,60
34,12,"M",10000,78,60
34,12,"M",9460,79,60
34,12,"M",10313,80,60
34,12,"M",10600,81,60
34,12,"M",11530,82,60
34,12,"M",658,83,60
34,12,"M",12372,84,60
34,12,"M",15563,85,60
34,12,"M",18870,86,60
34,12,"M",19540,87,60
34,12,"M",18100,88,60
34,12,"M",21643,89,60
34,12,"M",21639,90,60
27,12,"M",3700,68,61
27,12,"M",4600,69,61
27,12,"M",5084,70,61
27,12,"M",5388,71,61
27,12,"M",6000,72,61
27,12,"M",8000,73,61
27,12,"M",9000,74,61
27,12,"M",10000,75,61
27,12,"M",9700,76,61
27,12,"M",10000,77,61
27,12,"M",10500,78,61
27,12,"M",13000,79,61
27,12,"M",11000,80,61
27,12,"M",15000,81,61
27,12,"M",14000,82,61
27,12,"M",17000,83,61
27,12,"M",19000,84,61
27,12,"M",15847,85,61
27,12,"M",24843,86,61
27,12,"M",25000,87,61
27,12,"M",24000,88,61
27,12,"M",23000,89,61
27,12,"M",23283,90,61
25,12,"M",5625,68,62
25,12,"M",6300,69,62
25,12,"M",6890,70,62
25,12,"M",13000,71,62
25,12,"M",12600,72,62
25,12,"M",10330,73,62
25,12,"M",12300,74,62
25,12,"M",7025,75,62
25,12,"M",12000,76,62
25,12,"M",12968,77,62
25,12,"M",14993,78,62
25,12,"M",16000,79,62
25,12,"M",16000,80,62
25,12,"M",26000,81,62
25,12,"M",22000,82,62
37,9,"F",1800,70,63
37,9,"F",4616,71,63
37,9,"F",3400,72,63
37,9,"F",6240,73,63
37,9,"F",10418,74,63
37,9,"F",16000,75,63
37,9,"F",10000,76,63
37,9,"F",11500,77,63
37,9,"F",12000,78,63
37,9,"F",12400,79,63
37,9,"F",11800,80,63
37,9,"F",15000,81,63
37,9,"F",15000,82,63
37,9,"F",18300,83,63
37,9,"F",27000,84,63
37,9,"F",28400,85,63
37,9,"F",26000,86,63
37,9,"F",31000,87,63
37,9,"F",24000,88,63
37,9,"F",24000,89,63
37,9,"F",28800,90,63
29,12,"F",2450,68,64
29,12,"F",2400,69,64
29,12,"F",6900,70,64
29,12,"F",2200,71,64
29,12,"F",500,73,64
29,12,"F",32,76,64
29,12,"F",1424,77,64
29,12,"F",2200,78,64
29,12,"F",10132,83,64
29,12,"F",13000,84,64
29,12,"F",17734,87,64
29,12,"F",13500,88,64
29,12,"F",14500,89,64
29,12,"F",22500,90,64
30,12,"F",225,69,65
30,12,"F",880,70,65
30,12,"F",837,75,65
30,12,"F",3676,76,65
30,12,"F",3600,77,65
30,12,"F",7700,78,65
30,12,"F",3700,79,65
30,12,"F",3071,80,65
30,12,"F",6540,81,65
30,12,"F",6000,82,65
30,12,"F",4860,83,65
30,12,"F",6724,84,65
30,12,"F",6200,85,65
30,12,"F",13000,86,65
30,12,"F",20000,87,65
30,12,"F",22000,88,65
30,12,"F",22050,89,65
30,12,"F",22000,90,65
34,11,"F",108,68,66
34,11,"F",3000,76,66
34,11,"F",4500,77,66
34,11,"F",4000,78,66
34,11,"F",4800,79,66
34,11,"F",4000,80,66
34,11,"F",5053,81,66
34,11,"F",8887,82,66
34,11,"F",11000,83,66
34,11,"F",9800,84,66
34,11,"F",6700,85,66
34,11,"F",225,86,66
34,11,"F",4000,87,66
34,11,"F",18000,88,66
34,11,"F",15000,89,66
34,11,"F",20000,90,66
25,9,"M",5200,68,67
25,9,"M",5250,69,67
25,9,"M",14000,70,67
25,9,"M",9900,71,67
25,9,"M",7000,72,67
25,9,"M",9200,73,67
25,9,"M",8500,74,67
25,9,"M",10500,75,67
25,9,"M",2000,76,67
25,9,"M",8200,77,67
25,9,"M",12000,78,67
25,9,"M",13600,79,67
34,8,"M",8933,68,68
34,8,"M",13000,69,68
34,8,"M",13260,70,68
34,8,"M",10071,71,68
34,8,"M",11413,72,68
34,8,"M",17300,73,68
34,8,"M",22784,74,68
34,8,"M",18727,75,68
34,8,"M",18370,76,68
34,8,"M",27830,77,68
34,8,"M",21651,78,68
34,8,"M",30100,79,68
34,8,"M",22800,80,68
34,8,"M",24790,81,68
34,8,"M",27400,82,68
34,8,"M",18500,83,68
34,8,"M",31000,84,68
34,8,"M",45400,85,68
34,8,"M",45000,86,68
34,8,"M",52700,87,68
34,8,"M",41090,88,68
31,12,"M",2500,69,69
31,12,"M",2400,70,69
31,12,"M",3789,71,69
31,12,"M",3671,72,69
31,12,"M",4154,73,69
31,12,"M",4953,74,69
31,12,"M",6780,75,69
31,12,"M",8067,76,69
31,12,"M",8450,77,69
31,12,"M",8103,78,69
31,12,"M",7168,79,69
31,12,"M",2300,80,69
31,12,"M",12000,81,69
31,12,"M",2000,82,69
32,8,"M",6500,68,70
32,8,"M",6300,69,70
32,8,"M",5000,70,70
32,8,"M",3946,71,70
32,8,"M",4000,72,70
32,8,"M",6000,73,70
32,8,"M",6000,74,70
32,8,"M",6500,75,70
32,8,"M",1900,76,70
32,8,"M",8000,77,70
32,8,"M",9000,78,70
32,8,"M",10200,79,70
32,8,"M",9000,80,70
32,8,"M",8000,81,70
32,8,"M",16400,82,70
32,8,"M",20000,83,70
32,8,"M",13000,84,70
34,3,"M",3500,68,71
34,3,"M",2495,69,71
34,3,"M",4000,70,71
34,3,"M",5000,71,71
34,3,"M",3932,72,71
34,3,"M",4000,73,71
34,3,"M",1080,74,71
34,3,"M",700,75,71
34,3,"M",1000,76,71
34,3,"M",4000,77,71
34,3,"M",5000,78,71
34,3,"M",2840,79,71
30,10,"M",6000,68,72
30,10,"M",7000,69,72
30,10,"M",8000,70,72
30,10,"M",7200,71,72
30,10,"M",8500,72,72
30,10,"M",8000,73,72
30,10,"M",11000,74,72
30,10,"M",11000,75,72
30,10,"M",12000,76,72
30,10,"M",11000,77,72
30,10,"M",14000,78,72
30,10,"M",14000,79,72
30,10,"M",14000,80,72
30,10,"M",17150,81,72
30,10,"M",17000,82,72
30,10,"M",20000,83,72
30,10,"M",21060,84,72
30,10,"M",13202,85,72
30,10,"M",30152,86,72
30,10,"M",25000,87,72
30,10,"M",6000,88,72
30,10,"M",13225,89,72
30,10,"M",15000,90,72
30,8,"M",5000,68,73
30,8,"M",5000,69,73
30,8,"M",5000,70,73
30,8,"M",11200,71,73
30,8,"M",9563,72,73
30,8,"M",12850,73,73
30,8,"M",8050,74,73
30,8,"M",8538,75,73
30,8,"M",15070,76,73
30,8,"M",11000,77,73
30,8,"M",13000,78,73
30,8,"M",15260,79,73
30,8,"M",8494,80,73
30,8,"M",10005,81,73
30,8,"M",13000,82,73
30,8,"M",18000,83,73
27,7,"F",900,68,74
27,7,"F",2000,71,74
27,7,"F",2700,73,74
27,7,"F",6500,74,74
27,7,"F",2332,75,74
27,7,"F",3500,76,74
27,7,"F",2622,77,74
27,7,"F",3000,78,74
27,7,"F",4900,79,74
27,7,"F",10166,80,74
27,7,"F",6000,81,74
27,7,"F",8000,82,74
27,7,"F",10500,83,74
28,14,"M",7800,68,75
28,14,"M",8300,69,75
28,14,"M",9800,70,75
28,14,"M",11400,71,75
28,14,"M",12250,72,75
28,14,"M",13300,73,75
28,14,"M",14800,74,75
28,14,"M",16040,75,75
28,14,"M",20520,76,75
28,14,"M",20210,77,75
28,14,"M",21200,78,75
28,14,"M",29050,79,75
28,14,"M",24006,80,75
28,14,"M",27005,81,75
28,14,"M",28410,82,75
28,14,"M",30012,83,75
28,14,"M",32077,84,75
28,14,"M",36000,85,75
28,14,"M",36300,86,75
28,14,"M",38025,87,75
28,14,"M",42723,88,75
28,14,"M",42022,89,75
28,14,"M",43780,90,75
37,13,"M",8975,68,76
37,13,"M",12100,69,76
37,13,"M",12200,70,76
37,13,"M",12300,71,76
37,13,"M",11878,72,76
37,13,"M",13375,73,76
37,13,"M",15831,74,76
37,13,"M",17020,75,76
37,13,"M",16512,76,76
37,13,"M",16420,77,76
37,13,"M",19920,78,76
37,13,"M",21462,79,76
37,13,"M",22117,80,76
37,13,"M",27000,81,76
37,13,"M",32080,82,76
37,13,"M",32560,83,76
37,13,"M",32150,84,76
37,13,"M",32200,85,76
37,13,"M",35200,86,76
37,13,"M",37200,87,76
37,13,"M",39500,88,76
37,13,"M",39550,89,76
37,13,"M",50100,90,76
39,5,"F",1440,70,77
39,5,"F",2184,71,77
39,5,"F",1512,72,77
39,5,"F",1920,73,77
39,5,"F",3850,74,77
39,5,"F",6500,75,77
39,5,"F",3510,76,77
39,5,"F",5665,77,77
39,5,"F",3420,78,77
39,5,"F",4000,79,77
39,5,"F",6240,80,77
39,5,"F",7000,81,77
39,5,"F",7852,82,77
39,5,"F",8500,83,77
39,5,"F",8840,84,77
39,5,"F",8000,85,77
39,5,"F",8500,86,77
39,5,"F",3000,87,77
39,5,"F",8320,88,77
39,5,"F",7000,89,77
39,5,"F",6545,90,77
25,12,"F",4199,68,78
25,12,"F",4550,69,78
25,12,"F",5000,70,78
25,12,"F",5050,71,78
25,12,"F",6050,72,78
25,12,"F",7380,73,78
25,12,"F",7500,74,78
25,12,"F",8492,75,78
25,12,"F",9521,76,78
25,12,"F",10040,77,78
25,12,"F",11050,78,78
25,12,"F",11530,79,78
25,12,"F",12050,80,78
25,12,"F",13080,81,78
25,12,"F",15090,82,78
25,12,"F",18200,83,78
25,12,"F",18850,84,78
25,12,"F",19000,85,78
25,12,"F",21000,86,78
25,12,"F",21740,87,78
25,12,"F",21000,88,78
25,12,"F",22000,89,78
25,12,"F",25560,90,78
36,12,"F",200,68,79
36,12,"F",1000,70,79
36,12,"F",344,71,79
36,12,"F",2000,72,79
36,12,"F",600,73,79
36,12,"F",1000,74,79
36,12,"F",3700,75,79
36,12,"F",3000,76,79
36,12,"F",4250,77,79
36,12,"F",4000,78,79
36,12,"F",4644,79,79
36,12,"F",4100,80,79
36,12,"F",5600,81,79
36,12,"F",5887,82,79
36,12,"F",6250,83,79
36,12,"F",294,86,79
36,12,"F",6000,87,79
36,12,"F",5000,88,79
36,12,"F",6820,89,79
36,12,"F",6000,90,79
29,6,"F",500,68,80
29,6,"F",20,69,80
29,6,"F",300,70,80
29,6,"F",200,71,80
29,6,"F",1080,72,80
29,6,"F",1000,73,80
29,6,"F",600,74,80
29,6,"F",600,75,80
29,6,"F",1940,77,80
29,6,"F",1250,78,80
29,6,"F",1300,79,80
29,6,"F",1000,80,80
29,6,"F",316,81,80
29,6,"F",1398,82,80
29,6,"F",871,83,80
29,6,"F",1760,84,80
29,6,"F",6240,85,80
29,6,"F",1000,86,80
29,6,"F",200,87,80
34,12,"F",4800,72,81
34,12,"F",4378,73,81
34,12,"F",2800,74,81
34,12,"F",4899,75,81
34,12,"F",4250,76,81
34,12,"F",1600,77,81
34,12,"F",2000,78,81
34,12,"F",7929,79,81
34,12,"F",12000,80,81
34,12,"F",18500,81,81
34,12,"F",25000,82,81
34,12,"F",24369,83,81
34,12,"F",19000,84,81
34,12,"F",21000,85,81
34,12,"F",21350,86,81
34,12,"F",24000,87,81
34,12,"F",23792,88,81
34,12,"F",25000,89,81
34,12,"F",26000,90,81
38,16,"F",1200,68,82
38,16,"F",1900,69,82
38,16,"F",1800,70,82
38,16,"F",2500,71,82
38,16,"F",3000,72,82
38,16,"F",3200,73,82
38,16,"F",3500,74,82
38,16,"F",4300,75,82
38,16,"F",4300,76,82
38,16,"F",5250,77,82
38,16,"F",6400,78,82
38,16,"F",6500,79,82
38,16,"F",5500,80,82
38,16,"F",8500,81,82
38,16,"F",9000,82,82
38,16,"F",9400,83,82
38,16,"F",10500,84,82
38,16,"F",11730,85,82
38,16,"F",12250,86,82
38,16,"F",12140,87,82
38,16,"F",12300,88,82
38,16,"F",14000,89,82
38,16,"F",14810,90,82
25,16,"F",3000,68,83
25,16,"F",34,69,83
25,16,"F",2473,70,83
25,16,"F",8500,71,83
25,16,"F",10000,72,83
25,16,"F",11200,73,83
25,16,"F",12273,74,83
25,16,"F",12000,75,83
25,16,"F",13000,76,83
25,16,"F",15000,77,83
25,16,"F",14000,78,83
25,16,"F",15000,79,83
25,16,"F",19000,80,83
25,16,"F",17000,81,83
25,16,"F",17000,82,83
25,16,"F",20000,83,83
25,16,"F",21000,84,83
25,16,"F",22000,85,83
25,16,"F",35800,86,83
25,16,"F",36000,87,83
25,16,"F",37100,88,83
25,16,"F",38200,89,83
25,16,"F",41700,90,83
27,12,"F",3120,68,84
27,12,"F",6448,69,84
27,12,"F",5264,70,84
27,12,"F",600,71,84
27,12,"F",990,72,84
27,12,"F",4758,73,84
27,12,"F",5070,74,84
27,12,"F",5594,75,84
27,12,"F",7000,76,84
27,12,"F",1980,77,84
27,12,"F",1470,78,84
27,12,"F",9466,79,84
27,12,"F",8400,80,84
27,12,"F",10560,81,84
27,12,"F",10000,82,84
27,12,"F",10218,83,84
27,12,"F",12532,84,84
27,12,"F",12087,85,84
27,12,"F",6854,86,84
27,12,"F",15000,87,84
27,12,"F",15000,88,84
27,12,"F",16915,89,84
27,12,"F",16205,90,84
33,6,"M",3000,68,85
33,6,"M",3432,69,85
33,6,"M",3651,70,85
33,6,"M",4200,71,85
33,6,"M",2000,72,85
33,6,"M",3093,73,85
33,6,"M",4000,74,85
33,6,"M",2890,75,85
33,6,"M",4200,76,85
33,6,"M",4800,77,85
33,6,"M",4437,78,85
33,6,"M",6500,79,85
33,6,"M",7200,80,85
33,6,"M",7280,81,85
33,6,"M",8840,82,85
33,6,"M",7133,83,85
33,6,"M",4050,84,85
33,6,"M",6000,85,85
33,6,"M",7000,86,85
33,6,"M",10000,87,85
33,6,"M",10000,88,85
33,6,"M",2000,89,85
